Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftEyePupilSize;RightEyeStatus;RightEyeForward;RightEyePosition;RightEyePupilSize;FocusDistance;FocusStability
33323;1000003942383542300;63731540528501;(-0.298, -0.153, -0.220);(1.822, 2.873, 0.825);VALID;-0.0113461660221219, 0.0514339357614517, 0.998611927032471;0, 0, 0;VALID;-0.00623311707749963, 0.0482727661728859, 0.998814761638641;-0.0323067493736744, 0, 0;0.188920795917511;VALID;-0.0164588037878275, 0.0545932427048683, 0.998373031616211;0.0323067493736744, 0, 0;0.195035949349403;2;1
33324;1000003942393553600;63731540528517;(-0.298, -0.153, -0.221);(1.666, 2.885, 0.808);VALID;-0.0114059709012508, 0.0499254465103149, 0.99868780374527;0, 0, 0;VALID;-0.00611936114728451, 0.0471611693501472, 0.998868525028229;-0.0323067493736744, 0, 0;0.189167812466621;VALID;-0.0166921745985746, 0.05268794298172, 0.99847149848938;0.0323067493736744, 0, 0;0.196771860122681;2;1
33325;1000003942403566600;63731540528517;(-0.298, -0.153, -0.221);(1.666, 2.885, 0.808);VALID;-0.0121378684416413, 0.0470682606101036, 0.998817920684814;0, 0, 0;VALID;-0.00678518088534474, 0.0447634533047676, 0.998974561691284;-0.0323067493736744, 0, 0;0.190888106822968;VALID;-0.0174901448190212, 0.0493714697659016, 0.998627305030823;0.0323067493736744, 0, 0;0.195670366287231;2;1
33326;1000003942413587600;63731540528534;(-0.298, -0.153, -0.221);(1.526, 2.907, 0.796);VALID;-0.0125831365585327, 0.044447872787714, 0.998932480812073;0, 0, 0;VALID;-0.0074887159280479, 0.0418987423181534, 0.999093770980835;-0.0323067493736744, 0, 0;0.191255390644073;VALID;-0.0176771469414234, 0.0469955615699291, 0.998738646507263;0.0323067493736744, 0, 0;0.198392853140831;2;0.980919718742371
33327;1000003942423559400;63731540528534;(-0.298, -0.153, -0.221);(1.526, 2.907, 0.796);VALID;-0.0132109504193068, 0.0417903251945972, 0.999039053916931;0, 0, 0;VALID;-0.00825830735266209, 0.0393187440931797, 0.999192595481873;-0.0323067493736744, 0, 0;0.190287485718727;VALID;-0.018163189291954, 0.0442606247961521, 0.998854875564575;0.0323067493736744, 0, 0;0.197192028164864;2;0.94983971118927
33328;1000003942433526400;63731540528551;(-0.298, -0.153, -0.221);(1.415, 2.938, 0.774);VALID;-0.0134446257725358, 0.0392574518918991, 0.999138653278351;0, 0, 0;VALID;-0.00847706850618124, 0.037100687623024, 0.9992755651474;-0.0323067493736744, 0, 0;0.191365450620651;VALID;-0.0184117890894413, 0.0414130687713623, 0.998972475528717;0.0323067493736744, 0, 0;0.195944026112556;2;0.92212325334549
33329;1000003942443811800;63731540528567;(-0.298, -0.152, -0.221);(1.343, 2.963, 0.758);VALID;-0.0137855345383286, 0.0369318574666977, 0.999222695827484;0, 0, 0;VALID;-0.00908175949007273, 0.0352337434887886, 0.99933785200119;-0.0323067493736744, 0, 0;0.191178157925606;VALID;-0.0184889640659094, 0.0386290475726128, 0.999082565307617;0.0323067493736744, 0, 0;0.197632968425751;2;0.893455982208252
33330;1000003942453761500;63731540528567;(-0.298, -0.152, -0.221);(1.343, 2.963, 0.758);VALID;-0.0140732312574983, 0.0340278148651123, 0.999321818351746;0, 0, 0;VALID;-0.009499735198915, 0.0320476293563843, 0.999441206455231;-0.0323067493736744, 0, 0;0.190702185034752;VALID;-0.018646378070116, 0.0360071510076523, 0.999177575111389;0.0323067493736744, 0, 0;0.197745054960251;2;0.856306850910187
33331;1000003942463662700;63731540528584;(-0.298, -0.152, -0.222);(1.292, 2.976, 0.755);VALID;-0.014313985593617, 0.0314720347523689, 0.999402105808258;0, 0, 0;VALID;-0.00988779310137033, 0.0295442789793015, 0.999514579772949;-0.0323067493736744, 0, 0;0.190724462270737;VALID;-0.0187398437410593, 0.0333990529179573, 0.999266386032104;0.0323067493736744, 0, 0;0.198264971375465;2;0.82478266954422
33333;1000003942483707500;63731540528600;(-0.298, -0.152, -0.222);(1.237, 2.988, 0.746);VALID;-0.0152629716321826, 0.027957359328866, 0.999492585659027;0, 0, 0;VALID;-0.0110886888578534, 0.0262171607464552, 0.999594748020172;-0.0323067493736744, 0, 0;0.192097082734108;VALID;-0.0194369405508041, 0.029696986079216, 0.999369919300079;0.0323067493736744, 0, 0;0.196518093347549;2;0.785600066184998
33334;1000003942493681000;63731540528617;(-0.298, -0.152, -0.222);(1.154, 3.013, 0.731);VALID;-0.0156027134507895, 0.026394771412015, 0.999529838562012;0, 0, 0;VALID;-0.0117391180247068, 0.0247928854078054, 0.999623656272888;-0.0323067493736744, 0, 0;0.192098557949066;VALID;-0.0194660350680351, 0.0279961936175823, 0.999418497085571;0.0323067493736744, 0, 0;0.198269829154015;2;0.768055319786072
33335;1000003942503677700;63731540528617;(-0.298, -0.152, -0.222);(1.154, 3.013, 0.731);VALID;-0.015712833032012, 0.0251811016350985, 0.99955940246582;0, 0, 0;VALID;-0.011915079317987, 0.0240153409540653, 0.999640583992004;-0.0323067493736744, 0, 0;0.189961358904839;VALID;-0.0195103380829096, 0.02634646743536, 0.999462485313416;0.0323067493736744, 0, 0;0.198329165577888;2;0.756903469562531
33336;1000003942513847700;63731540528633;(-0.297, -0.152, -0.223);(1.057, 3.017, 0.719);VALID;-0.0159021150320768, 0.0243224129080772, 0.999577701091766;0, 0, 0;VALID;-0.0122518399730325, 0.0230178385972977, 0.999659955501556;-0.0323067493736744, 0, 0;0.192092701792717;VALID;-0.0195521488785744, 0.0256266221404076, 0.999480366706848;0.0323067493736744, 0, 0;0.197937771677971;2;0.749822676181793
33337;1000003942523825800;63731540528650;(-0.297, -0.152, -0.223);(0.962, 3.023, 0.703);VALID;-0.0161524340510368, 0.0234254486858845, 0.999595105648041;0, 0, 0;VALID;-0.0127089191228151, 0.021809471771121, 0.999681353569031;-0.0323067493736744, 0, 0;0.191089808940887;VALID;-0.0195957142859697, 0.0250410847365856, 0.99949437379837;0.0323067493736744, 0, 0;0.197998523712158;2;0.742920756340027
33338;1000003942533792300;63731540528650;(-0.297, -0.152, -0.223);(0.962, 3.023, 0.703);VALID;-0.0163676999509335, 0.0228316932916641, 0.999605357646942;0, 0, 0;VALID;-0.0130345653742552, 0.0213980600237846, 0.999686062335968;-0.0323067493736744, 0, 0;0.191983044147491;VALID;-0.0197006203234196, 0.0242650248110294, 0.999511420726776;0.0323067493736744, 0, 0;0.199750289320946;2;0.74736499786377
33339;1000003942543817500;63731540528667;(-0.297, -0.152, -0.223);(0.871, 3.027, 0.698);VALID;-0.0169254932552576, 0.0216944869607687, 0.999621391296387;0, 0, 0;VALID;-0.0137572139501572, 0.0203849636018276, 0.99969756603241;-0.0323067493736744, 0, 0;0.189264565706253;VALID;-0.0200935713946819, 0.0230037569999695, 0.999533414840698;0.0323067493736744, 0, 0;0.198269501328468;2;0.745253682136536
33340;1000003942553886900;63731540528667;(-0.297, -0.152, -0.223);(0.871, 3.027, 0.698);VALID;-0.0171512793749571, 0.020885894075036, 0.999634742736816;0, 0, 0;VALID;-0.0140425823628902, 0.0198020115494728, 0.99970531463623;-0.0323067493736744, 0, 0;0.191134944558144;VALID;-0.0202597919851542, 0.0219695493578911, 0.999553322792053;0.0323067493736744, 0, 0;0.199324682354927;2;0.748557209968567
33341;1000003942563815500;63731540528682;(-0.297, -0.152, -0.223);(0.801, 3.002, 0.698);VALID;-0.016535010188818, 0.0210973620414734, 0.999640703201294;0, 0, 0;VALID;-0.013168977573514, 0.0199663378298283, 0.999713897705078;-0.0323067493736744, 0, 0;0.192159458994865;VALID;-0.0199008360505104, 0.0222281217575073, 0.999554812908173;0.0323067493736744, 0, 0;0.197365954518318;2;0.761879861354828
33342;1000003942573885500;63731540528700;(-0.297, -0.151, -0.224);(0.691, 2.997, 0.694);VALID;-0.0142085431143641, 0.023007458075881, 0.999634325504303;0, 0, 0;VALID;-0.011661684140563, 0.0218122657388449, 0.999694049358368;-0.0323067493736744, 0, 0;0.19316466152668;VALID;-0.0167552903294563, 0.0242024678736925, 0.999566674232483;0.0323067493736744, 0, 0;0.19757342338562;2;0.74988317489624
33343;1000003942583994000;63731540528700;(-0.297, -0.151, -0.224);(0.691, 2.997, 0.694);VALID;-0.0100163817405701, 0.0253227893263102, 0.999629139900208;0, 0, 0;VALID;-0.00803020130842924, 0.0242440346628428, 0.999673843383789;-0.0323067493736744, 0, 0;0.190882921218872;VALID;-0.0120025109499693, 0.0264014154672623, 0.99957937002182;0.0323067493736744, 0, 0;0.197089910507202;2;0.702936828136444
33344;1000003942593929400;63731540528716;(-0.297, -0.151, -0.224);(0.566, 3.010, 0.691);VALID;-0.00569129129871726, 0.0310660321265459, 0.99950110912323;0, 0, 0;VALID;-0.00407632859423757, 0.0303544513881207, 0.999530911445618;-0.0323067493736744, 0, 0;0.189974263310432;VALID;-0.00730623584240675, 0.0317775160074234, 0.999468266963959;0.0323067493736744, 0, 0;0.196961998939514;2;0.642224609851837
33345;1000003942603948000;63731540528716;(-0.297, -0.151, -0.224);(0.566, 3.010, 0.691);VALID;-0.00165015645325184, 0.0374018140137196, 0.999298930168152;0, 0, 0;VALID;-0.000455424131359905, 0.0374039821326733, 0.999300122261047;-0.0323067493736744, 0, 0;0.190045952796936;VALID;-0.00284488638862967, 0.0373995937407017, 0.999296367168427;0.0323067493736744, 0, 0;0.196961998939514;2;0.572650849819183
33346;1000003942614000700;63731540528734;(-0.297, -0.151, -0.224);(0.457, 2.995, 0.695);VALID;0.00186378753278404, 0.0443879887461662, 0.999012649059296;0, 0, 0;VALID;0.00318047939799726, 0.0440988466143608, 0.999022126197815;-0.0323067493736744, 0, 0;0.189645066857338;VALID;0.000547092233318836, 0.0446770526468754, 0.999001324176788;0.0323067493736744, 0, 0;0.197078362107277;2;0.499704539775848
33347;1000003942623999800;63731540528750;(-0.297, -0.151, -0.224);(0.361, 2.988, 0.687);VALID;0.00491399178281426, 0.0499350540339947, 0.998740375041962;0, 0, 0;VALID;0.00638931570574641, 0.0493481867015362, 0.998761177062988;-0.0323067493736744, 0, 0;0.190254226326942;VALID;0.00343865575268865, 0.050521794706583, 0.99871701002121;0.0323067493736744, 0, 0;0.198239117860794;2;0.445407330989838
33348;1000003942634013600;63731540528750;(-0.297, -0.151, -0.224);(0.361, 2.988, 0.687);VALID;0.00730026513338089, 0.0536454580724239, 0.998533368110657;0, 0, 0;VALID;0.00917015597224236, 0.0522275120019913, 0.998593091964722;-0.0323067493736744, 0, 0;0.188912689685822;VALID;0.00543033378198743, 0.055063109844923, 0.998468101024628;0.0323067493736744, 0, 0;0.198239117860794;2;0.415836811065674
33349;1000003942643981300;63731540528766;(-0.297, -0.151, -0.225);(0.261, 2.983, 0.677);VALID;0.00899639911949635, 0.0568189434707165, 0.998343944549561;0, 0, 0;VALID;0.0113223120570183, 0.055108830332756, 0.998416185379028;-0.0323067493736744, 0, 0;0.188189029693604;VALID;0.00667041214182973, 0.0585285797715187, 0.998263418674469;0.0323067493736744, 0, 0;0.198203042149544;2;0.406048446893692
33350;1000003942654113000;63731540528766;(-0.297, -0.151, -0.225);(0.261, 2.983, 0.677);VALID;0.0100315790623426, 0.0588524416089058, 0.998216271400452;0, 0, 0;VALID;0.0126142809167504, 0.0568296127021313, 0.998304188251495;-0.0323067493736744, 0, 0;0.18974569439888;VALID;0.00744877010583878, 0.0608746372163296, 0.998117625713348;0.0323067493736744, 0, 0;0.198516115546227;2;0.410101562738419
33351;1000003942664053300;63731540528783;(-0.297, -0.150, -0.225);(0.173, 2.967, 0.672);VALID;0.0109346695244312, 0.0600474141538143, 0.998135626316071;0, 0, 0;VALID;0.0138422232121229, 0.0580062828958035, 0.998220264911652;-0.0323067493736744, 0, 0;0.189935922622681;VALID;0.0080269780009985, 0.0620877854526043, 0.998038411140442;0.0323067493736744, 0, 0;0.197376698255539;2;0.41211798787117
33352;1000003942674078600;63731540528800;(-0.297, -0.150, -0.225);(0.097, 2.961, 0.655);VALID;0.0114959590137005, 0.0605105943977833, 0.998101353645325;0, 0, 0;VALID;0.0146057410165668, 0.0582692697644234, 0.99819403886795;-0.0323067493736744, 0, 0;0.19003663957119;VALID;0.00838600751012564, 0.0627510324120522, 0.997994005680084;0.0323067493736744, 0, 0;0.19756144285202;2;0.430357187986374
33353;1000003942684129700;63731540528800;(-0.297, -0.150, -0.225);(0.097, 2.961, 0.655);VALID;0.0121553391218185, 0.0605660267174244, 0.998090207576752;0, 0, 0;VALID;0.0157198868691921, 0.0578128658235073, 0.998203694820404;-0.0323067493736744, 0, 0;0.190361574292183;VALID;0.00859054364264011, 0.0633179619908333, 0.997956454753876;0.0323067493736744, 0, 0;0.19756144285202;2;0.443789184093475
33354;1000003942694058900;63731540528817;(-0.297, -0.150, -0.225);(0.045, 2.941, 0.643);VALID;0.012689764611423, 0.0608110167086124, 0.998068630695343;0, 0, 0;VALID;0.016592763364315, 0.0573027022182941, 0.998218953609467;-0.0323067493736744, 0, 0;0.189650192856789;VALID;0.00878641661256552, 0.0643176510930061, 0.997890770435333;0.0323067493736744, 0, 0;0.19908033311367;2;0.452823489904404
33355;1000003942704080700;63731540528817;(-0.297, -0.150, -0.225);(0.045, 2.941, 0.643);VALID;0.0133804716169834, 0.0607840791344643, 0.998061239719391;0, 0, 0;VALID;0.0177006050944328, 0.0569854788482189, 0.998218059539795;-0.0323067493736744, 0, 0;0.190826758742332;VALID;0.00905989389866591, 0.0645806714892387, 0.997871339321136;0.0323067493736744, 0, 0;0.201129302382469;2;0.455519586801529
33356;1000003942714252500;63731540528834;(-0.297, -0.150, -0.225);(359.973, 2.930, 0.633);VALID;0.0137492706999183, 0.0605786181986332, 0.998068749904633;0, 0, 0;VALID;0.0182253960520029, 0.0565921068191528, 0.998230993747711;-0.0323067493736744, 0, 0;0.190158978104591;VALID;0.00927265081554651, 0.0645629540085793, 0.997870564460754;0.0323067493736744, 0, 0;0.201963007450104;2;0.462812840938568
33357;1000003942724314000;63731540528850;(-0.297, -0.150, -0.225);(359.911, 2.932, 0.629);VALID;0.0140401748940349, 0.0604284778237343, 0.998073756694794;0, 0, 0;VALID;0.018669618293643, 0.0562938712537289, 0.998239696025848;-0.0323067493736744, 0, 0;0.190309762954712;VALID;0.00941019039601088, 0.0645607560873032, 0.997869431972504;0.0323067493736744, 0, 0;0.201963007450104;2;0.467170983552933
33358;1000003942734257100;63731540528850;(-0.297, -0.150, -0.225);(359.911, 2.932, 0.629);VALID;0.0142549788579345, 0.0603455118834972, 0.998075783252716;0, 0, 0;VALID;0.0190829765051603, 0.0561146140098572, 0.99824196100235;-0.0323067493736744, 0, 0;0.190159186720848;VALID;0.00942639354616404, 0.0645739212632179, 0.997868418693542;0.0323067493736744, 0, 0;0.201910093426704;2;0.482017159461975
33359;1000003942744254000;63731540528867;(-0.297, -0.150, -0.226);(359.858, 2.934, 0.617);VALID;0.0144990747794509, 0.0599487125873566, 0.998096168041229;0, 0, 0;VALID;0.0194491147994995, 0.0556044392287731, 0.998263418674469;-0.0323067493736744, 0, 0;0.188532173633575;VALID;0.00954840518534184, 0.064290389418602, 0.997885525226593;0.0323067493736744, 0, 0;0.200529366731644;2;0.487364560365677
33360;1000003942754252900;63731540528867;(-0.297, -0.150, -0.226);(359.858, 2.934, 0.617);VALID;0.0146799013018608, 0.0596787333488464, 0.998109698295593;0, 0, 0;VALID;0.0197540577501059, 0.0552406348288059, 0.99827766418457;-0.0323067493736744, 0, 0;0.188351303339005;VALID;0.00960507709532976, 0.0641141161322594, 0.997896373271942;0.0323067493736744, 0, 0;0.200529366731644;2;0.492039084434509
33361;1000003942764244000;63731540528883;(-0.297, -0.150, -0.226);(359.823, 2.936, 0.615);VALID;0.0149462912231684, 0.0594327673316002, 0.998120427131653;0, 0, 0;VALID;0.0201784335076809, 0.0549018532037735, 0.998287856578827;-0.0323067493736744, 0, 0;0.188660427927971;VALID;0.0097134318202734, 0.0639608353376389, 0.997905135154724;0.0323067493736744, 0, 0;0.20078644156456;2;0.52996039390564
33362;1000003942774213100;63731540528899;(-0.297, -0.150, -0.226);(359.809, 2.944, 0.610);VALID;0.0150885265320539, 0.0591339655220509, 0.998136043548584;0, 0, 0;VALID;0.0203930363059044, 0.0544161759316921, 0.998310089111328;-0.0323067493736744, 0, 0;0.189183115959167;VALID;0.0097832540050149, 0.0638487786054611, 0.997911632061005;0.0323067493736744, 0, 0;0.20078644156456;2;0.593813121318817
33363;1000003942784391100;63731540528899;(-0.297, -0.150, -0.226);(359.809, 2.944, 0.610);VALID;0.0153647875413299, 0.0586693324148655, 0.998159229755402;0, 0, 0;VALID;0.0205645114183426, 0.0537080392241478, 0.998344898223877;-0.0323067493736744, 0, 0;0.189713075757027;VALID;0.010164269246161, 0.0636275932192802, 0.997921943664551;0.0323067493736744, 0, 0;0.19959968328476;2;0.689063906669617
33364;1000003942794346900;63731540528917;(-0.297, -0.150, -0.226);(359.798, 2.942, 0.600);VALID;0.0154357757419348, 0.0582411698997021, 0.998183190822601;0, 0, 0;VALID;0.0207666512578726, 0.0529248714447021, 0.998382568359375;-0.0323067493736744, 0, 0;0.189797908067703;VALID;0.0101040238514543, 0.0635541677474976, 0.997927248477936;0.0323067493736744, 0, 0;0.200663432478905;2;0.790519177913666
33365;1000003942804342800;63731540528917;(-0.297, -0.150, -0.226);(359.798, 2.942, 0.600);VALID;0.0159965846687555, 0.0588145367801189, 0.998140752315521;0, 0, 0;VALID;0.0219487231224775, 0.054120946675539, 0.998293101787567;-0.0323067493736744, 0, 0;0.189757257699966;VALID;0.0100435260683298, 0.0635047480463982, 0.997931003570557;0.0323067493736744, 0, 0;0.200663432478905;2;0.8911052942276
33366;1000003942814336800;63731540528934;(-0.297, -0.150, -0.226);(359.796, 2.952, 0.595);VALID;0.0167293883860111, 0.0592643246054649, 0.998102128505707;0, 0, 0;VALID;0.0230057146400213, 0.0552205853164196, 0.998209118843079;-0.0323067493736744, 0, 0;0.189468175172806;VALID;0.0104521308094263, 0.0633047595620155, 0.99793952703476;0.0323067493736744, 0, 0;0.198986634612083;2;0.969536662101746
33367;1000003942824455700;63731540528951;(-0.297, -0.150, -0.226);(359.818, 2.954, 0.597);VALID;0.0163735002279282, 0.0584620200097561, 0.998155355453491;0, 0, 0;VALID;0.0223100502043962, 0.0544379092752934, 0.998267889022827;-0.0323067493736744, 0, 0;0.191782683134079;VALID;0.01043610740453, 0.0624831207096577, 0.997991442680359;0.0323067493736744, 0, 0;0.197626024484634;2;1
33368;1000003942834431700;63731540528951;(-0.297, -0.150, -0.226);(359.818, 2.954, 0.597);VALID;0.0131384460255504, 0.0506514869630337, 0.998629987239838;0, 0, 0;VALID;0.020080640912056, 0.0488170497119427, 0.998605847358704;-0.0323067493736744, 0, 0;0.190886110067368;VALID;0.00619557313621044, 0.0524833127856255, 0.998602569103241;0.0323067493736744, 0, 0;0.198888644576073;2;0.950529158115387
33369;1000003942844335500;63731540528967;(-0.297, -0.150, -0.226);(359.807, 2.982, 0.606);VALID;0.00716339284554124, 0.0380405075848103, 0.999250531196594;0, 0, 0;VALID;0.014279643073678, 0.0376872979104519, 0.999187529087067;-0.0323067493736744, 0, 0;0.194628745317459;VALID;4.67789759568404E-05, 0.0383917801082134, 0.999262750148773;0.0323067493736744, 0, 0;0.202742099761963;2;0.783177196979523
33370;1000003942854521100;63731540528967;(-0.297, -0.150, -0.226);(359.807, 2.982, 0.606);VALID;0.00296105351299047, 0.0290739424526691, 0.99957287311554;0, 0, 0;VALID;0.0102097745984793, 0.0288077127188444, 0.99953281879425;-0.0323067493736744, 0, 0;0.193110838532448;VALID;-0.004287822637707, 0.0293386410921812, 0.999560356140137;0.0323067493736744, 0, 0;0.200840935111046;2;0.662745118141174
33371;1000003942864454300;63731540528983;(-0.297, -0.150, -0.226);(359.846, 2.997, 0.604);VALID;-0.00142824789509177, 0.0220270957797766, 0.999756336212158;0, 0, 0;VALID;0.00608613761141896, 0.0210750810801983, 0.999759376049042;-0.0323067493736744, 0, 0;0.19078217446804;VALID;-0.00894255191087723, 0.0229778457432985, 0.999695956707001;0.0323067493736744, 0, 0;0.201518833637238;2;0.554233074188232
33372;1000003942874487100;63731540529000;(-0.297, -0.150, -0.226);(359.894, 3.000, 0.599);VALID;-0.00529352854937315, 0.0157232750207186, 0.999862372875214;0, 0, 0;VALID;0.00177284190431237, 0.0137296710163355, 0.999904155731201;-0.0323067493736744, 0, 0;0.192544147372246;VALID;-0.0123596135526896, 0.0177160296589136, 0.999766647815704;0.0323067493736744, 0, 0;0.199930861592293;2;0.457783192396164
33373;1000003942884526000;63731540529000;(-0.297, -0.150, -0.226);(359.894, 3.000, 0.599);VALID;-0.00844303239136934, 0.0107382573187351, 0.999906718730927;0, 0, 0;VALID;-0.00160472129937261, 0.00827027298510075, 0.999964535236359;-0.0323067493736744, 0, 0;0.192566990852356;VALID;-0.0152808967977762, 0.0132056726142764, 0.999796032905579;0.0323067493736744, 0, 0;0.199835211038589;2;0.381745010614395
33374;1000003942894458500;63731540529017;(-0.297, -0.150, -0.226);(359.928, 3.008, 0.608);VALID;-0.011281113140285, 0.00761067448183894, 0.999907374382019;0, 0, 0;VALID;-0.00472590932622552, 0.00488536665216088, 0.999976873397827;-0.0323067493736744, 0, 0;0.193751186132431;VALID;-0.0178357493132353, 0.0103355990722775, 0.999787509441376;0.0323067493736744, 0, 0;0.199736401438713;2;0.331152021884918
33375;1000003942904485400;63731540529017;(-0.297, -0.150, -0.226);(359.928, 3.008, 0.608);VALID;-0.0133484536781907, 0.00515921832993627, 0.999897599220276;0, 0, 0;VALID;-0.00712926359847188, 0.00195108575280756, 0.999972701072693;-0.0323067493736744, 0, 0;0.192957982420921;VALID;-0.0195669904351234, 0.00836709793657064, 0.999773561954498;0.0323067493736744, 0, 0;0.198435679078102;2;0.291265934705734
33376;1000003942914540700;63731540529033;(-0.297, -0.150, -0.226);(359.954, 3.024, 0.615);VALID;-0.0150909386575222, 0.0032919249497354, 0.999880731105804;0, 0, 0;VALID;-0.00903089717030525, -0.000393138587241992, 0.999959170818329;-0.0323067493736744, 0, 0;0.192263320088387;VALID;-0.0211502220481634, 0.00697682285681367, 0.99975198507309;0.0323067493736744, 0, 0;0.198370113968849;2;0.259371101856232
33377;1000003942924631700;63731540529050;(-0.297, -0.150, -0.226);(359.986, 3.034, 0.613);VALID;-0.0167274456471205, 0.00216335454024374, 0.999857723712921;0, 0, 0;VALID;-0.0114568714052439, -0.00176282250322402, 0.999932825565338;-0.0323067493736744, 0, 0;0.192827194929123;VALID;-0.0219972971826792, 0.0060894382186234, 0.999739468097687;0.0323067493736744, 0, 0;0.198155254125595;2;0.234192848205566
33378;1000003942934681200;63731540529050;(-0.297, -0.150, -0.226);(359.986, 3.034, 0.613);VALID;-0.0178288761526346, 0.00174225028604269, 0.999839544296265;0, 0, 0;VALID;-0.0120613593608141, -0.00206524482928216, 0.999925136566162;-0.0323067493736744, 0, 0;0.194056928157806;VALID;-0.0235955417156219, 0.00554966228082776, 0.999706208705902;0.0323067493736744, 0, 0;0.199131548404694;2;0.22397968173027
33379;1000003942944625300;63731540529067;(-0.297, -0.150, -0.226);(0.017, 3.025, 0.610);VALID;-0.0190647821873426, 0.000905422028154135, 0.999817848205566;0, 0, 0;VALID;-0.0133277727290988, -0.00308169145137072, 0.999906420707703;-0.0323067493736744, 0, 0;0.193195149302483;VALID;-0.0248008612543345, 0.00489249126985669, 0.999680459499359;0.0323067493736744, 0, 0;0.1978610008955;2;0.20725654065609
33380;1000003942954710200;63731540529067;(-0.297, -0.150, -0.226);(0.017, 3.025, 0.610);VALID;-0.0198045782744884, 0.000370494788512588, 0.999803781509399;0, 0, 0;VALID;-0.013720914721489, -0.00355207896791399, 0.999899566173553;-0.0323067493736744, 0, 0;0.192903980612755;VALID;-0.0258872043341398, 0.00429304921999574, 0.999655663967133;0.0323067493736744, 0, 0;0.197975665330887;2;0.199374005198479
33381;1000003942964632900;63731540529084;(-0.297, -0.150, -0.226);(0.063, 3.023, 0.614);VALID;-0.0203296337276697, -6.2774277466815E-05, 0.999793350696564;0, 0, 0;VALID;-0.0138897756114602, -0.0041409065015614, 0.999894976615906;-0.0323067493736744, 0, 0;0.193030759692192;VALID;-0.0267683118581772, 0.0040153618901968, 0.999633610248566;0.0323067493736744, 0, 0;0.198772311210632;2;0.194367423653603
33382;1000003942974705900;63731540529100;(-0.297, -0.150, -0.226);(0.080, 3.019, 0.624);VALID;-0.02057627402246, -0.000264023139607161, 0.999788224697113;0, 0, 0;VALID;-0.0136567400768399, -0.00447921454906464, 0.999896705150604;-0.0323067493736744, 0, 0;0.191458567976952;VALID;-0.0274944566190243, 0.00395118584856391, 0.999614119529724;0.0323067493736744, 0, 0;0.196716159582138;2;0.197557225823402
33383;1000003942984718300;63731540529100;(-0.297, -0.150, -0.226);(0.080, 3.019, 0.624);VALID;-0.0209421943873167, -0.000406454695621505, 0.999780595302582;0, 0, 0;VALID;-0.0138013381510973, -0.00462295208126307, 0.999894082546234;-0.0323067493736744, 0, 0;0.192322671413422;VALID;-0.0280816107988358, 0.00381007068790495, 0.999598383903503;0.0323067493736744, 0, 0;0.196698844432831;2;0.198157861828804
33384;1000003942994747800;63731540529117;(-0.297, -0.150, -0.226);(0.102, 3.007, 0.647);VALID;-0.0215058624744415, -0.000262130197370425, 0.999768674373627;0, 0, 0;VALID;-0.0146538419649005, -0.00433271192014217, 0.999883234500885;-0.0323067493736744, 0, 0;0.193310707807541;VALID;-0.0283565148711205, 0.00380846834741533, 0.999590635299683;0.0323067493736744, 0, 0;0.196645990014076;2;0.201326057314873
33385;1000003943004742700;63731540529117;(-0.297, -0.150, -0.226);(0.102, 3.007, 0.647);VALID;-0.021318968385458, 0.000187043217010796, 0.999772727489471;0, 0, 0;VALID;-0.0143957836553454, -0.00399298127740622, 0.99988842010498;-0.0323067493736744, 0, 0;0.193071097135544;VALID;-0.0282407570630312, 0.00436705537140369, 0.999591588973999;0.0323067493736744, 0, 0;0.197707787156105;2;0.206685766577721
33386;1000003943014814200;63731540529134;(-0.298, -0.150, -0.226);(0.119, 3.000, 0.660);VALID;-0.0215192008763552, 0.000269415264483541, 0.999768376350403;0, 0, 0;VALID;-0.0144984349608421, -0.0038304862100631, 0.999887526035309;-0.0323067493736744, 0, 0;0.193169459700584;VALID;-0.0285385437309742, 0.00436929892748594, 0.999583125114441;0.0323067493736744, 0, 0;0.196074783802032;2;0.216178968548775
33387;1000003943024796200;63731540529150;(-0.298, -0.150, -0.225);(0.142, 2.981, 0.669);VALID;-0.0215735826641321, 0.000420824333559722, 0.999767184257507;0, 0, 0;VALID;-0.0146547863259912, -0.00365284504368901, 0.9998859167099;-0.0323067493736744, 0, 0;0.192945405840874;VALID;-0.028490986675024, 0.00449446681886911, 0.999583959579468;0.0323067493736744, 0, 0;0.197021707892418;2;0.33516001701355
33388;1000003943034826600;63731540529150;(-0.298, -0.150, -0.225);(0.142, 2.981, 0.669);VALID;-0.021705336868763, 0.000396991323214024, 0.999764323234558;0, 0, 0;VALID;-0.0146843725815415, -0.00377357937395573, 0.999885082244873;-0.0323067493736744, 0, 0;0.192225128412247;VALID;-0.0287248529493809, 0.00456753559410572, 0.999576926231384;0.0323067493736744, 0, 0;0.196648195385933;2;0.533329546451569
