Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftEyePupilSize;RightEyeStatus;RightEyeForward;RightEyePosition;RightEyePupilSize;FocusDistance;FocusStability
22299;1000003831926286600;63731540418036;(-0.271, -0.177, 0.023);(16.108, 18.611, 359.843);VALID;-0.0331769809126854, 0.00320240063592792, 0.999444365501404;0, 0, 0;VALID;-0.0338314473628998, 0.000808976998087019, 0.999427199363709;-0.0323336496949196, 0, 0;0.211003258824348;VALID;-0.0325223132967949, 0.00559580465778708, 0.999455332756042;0.0323336496949196, 0, 0;0.224478617310524;2;1
22300;1000003831936170300;63731540418057;(-0.271, -0.177, 0.023);(16.117, 18.603, 359.837);VALID;-0.033164206892252, 0.00304833729751408, 0.999445259571075;0, 0, 0;VALID;-0.0337791815400124, 0.000550432538148016, 0.999429166316986;-0.0323336496949196, 0, 0;0.209084838628769;VALID;-0.032549012452364, 0.00554622197523713, 0.999454736709595;0.0323336496949196, 0, 0;0.224970772862434;2;1
22301;1000003831946218200;63731540418057;(-0.271, -0.177, 0.023);(16.117, 18.603, 359.837);VALID;-0.0331475175917149, 0.00280838762409985, 0.999446511268616;0, 0, 0;VALID;-0.0337394438683987, 0.000216910062590614, 0.999430656433105;-0.0323336496949196, 0, 0;0.209663912653923;VALID;-0.0325553603470325, 0.00539984554052353, 0.999455332756042;0.0323336496949196, 0, 0;0.224601790308952;2;1
22302;1000003831956231900;63731540418076;(-0.271, -0.177, 0.023);(16.122, 18.591, 359.833);VALID;-0.033273421227932, 0.00266221119090915, 0.999442756175995;0, 0, 0;VALID;-0.0339019112288952, -8.20731002022512E-05, 0.999425172805786;-0.0323336496949196, 0, 0;0.209525287151337;VALID;-0.0326446741819382, 0.00540647422894835, 0.999452412128448;0.0323336496949196, 0, 0;0.225294828414917;2;1
22303;1000003831966189400;63731540418077;(-0.271, -0.177, 0.023);(16.122, 18.591, 359.833);VALID;-0.0333256274461746, 0.00245896773412824, 0.999441504478455;0, 0, 0;VALID;-0.0339224264025688, -0.000467157718958333, 0.999424338340759;-0.0323336496949196, 0, 0;0.209663912653923;VALID;-0.0327285304665565, 0.00538507150486112, 0.999449789524078;0.0323336496949196, 0, 0;0.2252147346735;2;1
22304;1000003831976204800;63731540418097;(-0.271, -0.177, 0.023);(16.106, 18.599, 359.832);VALID;-0.0334590673446655, 0.00256373733282089, 0.999436795711517;0, 0, 0;VALID;-0.0340823791921139, -0.000290782685624436, 0.999418973922729;-0.0323336496949196, 0, 0;0.209525287151337;VALID;-0.0328354686498642, 0.00541823543608189, 0.999446094036102;0.0323336496949196, 0, 0;0.225760862231255;2;1
22305;1000003831986299000;63731540418097;(-0.271, -0.177, 0.023);(16.106, 18.599, 359.832);VALID;-0.0335871167480946, 0.0025494284927845, 0.999432563781738;0, 0, 0;VALID;-0.0341450124979019, -0.000273207755526528, 0.999416828155518;-0.0323336496949196, 0, 0;0.209138378500938;VALID;-0.0330289453268051, 0.00537204369902611, 0.99943995475769;0.0323336496949196, 0, 0;0.225788503885269;2;1
22306;1000003831996363700;63731540418117;(-0.271, -0.177, 0.023);(16.109, 18.580, 359.836);VALID;-0.0336034260690212, 0.00235874811187387, 0.999432444572449;0, 0, 0;VALID;-0.0340003557503223, -0.000601578911300749, 0.999421656131744;-0.0323336496949196, 0, 0;0.208835735917091;VALID;-0.0332061946392059, 0.00531905423849821, 0.999434351921082;0.0323336496949196, 0, 0;0.225776791572571;2;1
22307;1000003832006334500;63731540418117;(-0.271, -0.177, 0.023);(16.109, 18.580, 359.836);VALID;-0.0336878821253777, 0.00238370755687356, 0.9994295835495;0, 0, 0;VALID;-0.0339865535497665, -0.000461672083474696, 0.999422192573547;-0.0323336496949196, 0, 0;0.208493962883949;VALID;-0.0333889313042164, 0.00522906798869371, 0.999428749084473;0.0323336496949196, 0, 0;0.224878385663033;2;1
22308;1000003832016314900;63731540418136;(-0.271, -0.177, 0.023);(16.106, 18.583, 359.835);VALID;-0.0337417311966419, 0.00251690135337412, 0.999427437782288;0, 0, 0;VALID;-0.0339986123144627, -0.000408712803618982, 0.999421775341034;-0.0323336496949196, 0, 0;0.210889294743538;VALID;-0.0334845595061779, 0.00544249406084418, 0.999424397945404;0.0323336496949196, 0, 0;0.224282696843147;2;1
22309;1000003832026344100;63731540418156;(-0.271, -0.177, 0.023);(16.098, 18.562, 359.823);VALID;-0.0385481528937817, 0.00473447702825069, 0.999245524406433;0, 0, 0;VALID;-0.0388045236468315, 0.000473167659947649, 0.999246716499329;-0.0323336496949196, 0, 0;0.209380313754082;VALID;-0.0382910817861557, 0.00899569969624281, 0.999226152896881;0.0323336496949196, 0, 0;0.229692742228508;2;1
22310;1000003832036307700;63731540418156;(-0.271, -0.177, 0.023);(16.098, 18.562, 359.823);VALID;-0.0525722838938236, 0.0168906208127737, 0.99847424030304;0, 0, 0;VALID;-0.0522928647696972, 0.00993757415562868, 0.998582363128662;-0.0323336496949196, 0, 0;0.212847024202347;VALID;-0.0528491586446762, 0.0238428469747305, 0.998317837715149;0.0323336496949196, 0, 0;0.218606412410736;2;0.851909756660461
22311;1000003832046417300;63731540418177;(-0.271, -0.177, 0.023);(16.109, 18.555, 359.824);VALID;-0.0833477526903152, 0.0423946306109428, 0.995618343353271;0, 0, 0;VALID;-0.0819577276706696, 0.0340922772884369, 0.996052503585815;-0.0323336496949196, 0, 0;0.209385469555855;VALID;-0.0847318470478058, 0.0506939738988876, 0.995113372802734;0.0323336496949196, 0, 0;0.216487973928452;2;0.281646430492401
22312;1000003832056498700;63731540418177;(-0.271, -0.177, 0.023);(16.109, 18.555, 359.824);VALID;-0.131238132715225, 0.0783409029245377, 0.988250613212585;0, 0, 0;VALID;-0.139069244265556, 0.0753062218427658, 0.987415194511414;-0.0323336496949196, 0, 0;0.207181707024574;VALID;-0.123397678136826, 0.0813700035214424, 0.989015638828278;0.0323336496949196, 0, 0;0.217315331101418;2;0
22313;1000003832066488100;63731540418177;(-0.271, -0.177, 0.023);(16.109, 18.555, 359.824);VALID;-0.157298877835274, 0.101861700415611, 0.982283711433411;0, 0, 0;VALID;-0.159125775098801, 0.100074768066406, 0.982173144817352;-0.0323336496949196, 0, 0;0.207919836044312;VALID;-0.155470967292786, 0.103647969663143, 0.982387840747833;0.0323336496949196, 0, 0;0.214958652853966;2;0
22314;1000003832076442100;63731540418197;(-0.271, -0.177, 0.023);(16.124, 18.535, 359.814);VALID;-0.171509027481079, 0.114650808274746, 0.978488564491272;0, 0, 0;VALID;-0.171392619609833, 0.112411938607693, 0.978768706321716;-0.0323336496949196, 0, 0;0.206759169697762;VALID;-0.171624541282654, 0.116889081895351, 0.978203415870667;0.0323336496949196, 0, 0;0.213488012552261;2;0
22315;1000003832086439000;63731540418197;(-0.271, -0.177, 0.023);(16.124, 18.535, 359.814);VALID;-0.181775867938995, 0.122766561806202, 0.975646376609802;0, 0, 0;VALID;-0.179606199264526, 0.116455391049385, 0.97682124376297;-0.0323336496949196, 0, 0;0.207028165459633;VALID;-0.183937177062035, 0.129072099924088, 0.974426746368408;0.0323336496949196, 0, 0;0.213021233677864;2;0
22316;1000003832096487500;63731540418218;(-0.270, -0.177, 0.023);(16.120, 18.523, 359.804);VALID;-0.186535507440567, 0.127431720495224, 0.974148690700531;0, 0, 0;VALID;-0.184166133403778, 0.11829536408186, 0.975750505924225;-0.0323336496949196, 0, 0;0.208185598254204;VALID;-0.188887774944305, 0.136556401848793, 0.972457587718964;0.0323336496949196, 0, 0;0.214350163936615;2;0
22317;1000003832106527100;63731540418218;(-0.270, -0.177, 0.023);(16.120, 18.523, 359.804);VALID;-0.190527617931366, 0.129660338163376, 0.973081409931183;0, 0, 0;VALID;-0.185748443007469, 0.120125167071819, 0.975226879119873;-0.0323336496949196, 0, 0;0.208877816796303;VALID;-0.195284232497215, 0.139180168509483, 0.970820784568787;0.0323336496949196, 0, 0;0.211242228746414;2;0
22318;1000003832116619600;63731540418238;(-0.270, -0.177, 0.023);(16.103, 18.526, 359.805);VALID;-0.193623393774033, 0.130576863884926, 0.972347497940063;0, 0, 0;VALID;-0.18815989792347, 0.120471850037575, 0.974721670150757;-0.0323336496949196, 0, 0;0.210422426462173;VALID;-0.199060246348381, 0.140663906931877, 0.969839513301849;0.0323336496949196, 0, 0;0.211485743522644;2;0
22319;1000003832126652800;63731540418238;(-0.270, -0.177, 0.023);(16.103, 18.526, 359.805);VALID;-0.194233223795891, 0.131264686584473, 0.972133219242096;0, 0, 0;VALID;-0.189003571867943, 0.120588481426239, 0.974544048309326;-0.0323336496949196, 0, 0;0.209939017891884;VALID;-0.199434295296669, 0.141921579837799, 0.96957939863205;0.0323336496949196, 0, 0;0.212884560227394;2;0
22320;1000003832136599000;63731540418258;(-0.270, -0.177, 0.023);(16.102, 18.510, 359.809);VALID;-0.19411912560463, 0.132436335086823, 0.971997082233429;0, 0, 0;VALID;-0.189271032810211, 0.12129944562912, 0.974403858184814;-0.0323336496949196, 0, 0;0.210016459226608;VALID;-0.198937460780144, 0.143552929162979, 0.969441294670105;0.0323336496949196, 0, 0;0.21366922557354;2;0
22321;1000003832146644900;63731540418258;(-0.270, -0.177, 0.023);(16.102, 18.510, 359.809);VALID;-0.194093748927116, 0.132814213633537, 0.971950590610504;0, 0, 0;VALID;-0.188956528902054, 0.121896736323833, 0.974390387535095;-0.0323336496949196, 0, 0;0.209595143795013;VALID;-0.199201568961143, 0.143711566925049, 0.969363570213318;0.0323336496949196, 0, 0;0.211557030677795;2;0
22322;1000003832156638100;63731540418278;(-0.270, -0.177, 0.023);(16.100, 18.481, 359.807);VALID;-0.193441048264503, 0.133365452289581, 0.972005248069763;0, 0, 0;VALID;-0.187124952673912, 0.122858710587025, 0.974623024463654;-0.0323336496949196, 0, 0;0.207619711756706;VALID;-0.199726730585098, 0.143851235508919, 0.969234764575958;0.0323336496949196, 0, 0;0.214031234383583;2;0
22323;1000003832166603500;63731540418278;(-0.270, -0.177, 0.023);(16.100, 18.481, 359.807);VALID;-0.193737834692001, 0.133281126618385, 0.971957683563232;0, 0, 0;VALID;-0.187141671776772, 0.122659027576447, 0.974644958972931;-0.0323336496949196, 0, 0;0.208651632070541;VALID;-0.200302332639694, 0.143881440162659, 0.969111502170563;0.0323336496949196, 0, 0;0.214032024145126;2;0
22324;1000003832176642900;63731540418299;(-0.270, -0.177, 0.023);(16.098, 18.465, 359.806);VALID;-0.194132775068283, 0.133295282721519, 0.971876978874207;0, 0, 0;VALID;-0.187493473291397, 0.122443296015263, 0.974604427814484;-0.0323336496949196, 0, 0;0.208393231034279;VALID;-0.200739204883575, 0.144124716520309, 0.968984961509705;0.0323336496949196, 0, 0;0.214012622833252;2;0
22325;1000003832186701800;63731540418299;(-0.270, -0.177, 0.023);(16.098, 18.465, 359.806);VALID;-0.194250300526619, 0.133388862013817, 0.971840620040894;0, 0, 0;VALID;-0.187639713287354, 0.122479103505611, 0.974571824073792;-0.0323336496949196, 0, 0;0.207982033491135;VALID;-0.200827836990356, 0.144275903701782, 0.968944072723389;0.0323336496949196, 0, 0;0.213874682784081;2;0
22326;1000003832196768400;63731540418318;(-0.270, -0.177, 0.023);(16.071, 18.447, 359.808);VALID;-0.194479644298553, 0.133464053273201, 0.971784472465515;0, 0, 0;VALID;-0.187788605690002, 0.122477255761623, 0.974543333053589;-0.0323336496949196, 0, 0;0.208152338862419;VALID;-0.201137006282806, 0.144427761435509, 0.96885734796524;0.0323336496949196, 0, 0;0.213877350091934;2;0
22327;1000003832206753300;63731540418318;(-0.270, -0.177, 0.023);(16.071, 18.447, 359.808);VALID;-0.194586157798767, 0.133396148681641, 0.971772432327271;0, 0, 0;VALID;-0.187926784157753, 0.122157409787178, 0.974556863307953;-0.0323336496949196, 0, 0;0.207909226417542;VALID;-0.2012108117342, 0.144611075520515, 0.968814671039581;0.0323336496949196, 0, 0;0.214482933282852;2;0
22328;1000003832216723800;63731540418337;(-0.270, -0.177, 0.023);(16.071, 18.425, 359.797);VALID;-0.194482803344727, 0.133592396974564, 0.971766173839569;0, 0, 0;VALID;-0.187700241804123, 0.122401915490627, 0.974569857120514;-0.0323336496949196, 0, 0;0.208186656236649;VALID;-0.201230555772781, 0.144758969545364, 0.96878844499588;0.0323336496949196, 0, 0;0.214198142290115;2;0
22329;1000003832226757900;63731540418337;(-0.270, -0.177, 0.023);(16.071, 18.425, 359.797);VALID;-0.19436252117157, 0.133564233779907, 0.971794128417969;0, 0, 0;VALID;-0.187684312462807, 0.122430600225925, 0.974569320678711;-0.0323336496949196, 0, 0;0.207678690552711;VALID;-0.201006472110748, 0.144674316048622, 0.968847632408142;0.0323336496949196, 0, 0;0.214423879981041;2;0
22330;1000003832236710700;63731540418357;(-0.270, -0.177, 0.023);(16.086, 18.395, 359.803);VALID;-0.194248035550117, 0.133421897888184, 0.971836566925049;0, 0, 0;VALID;-0.187646850943565, 0.122184485197067, 0.974607408046722;-0.0323336496949196, 0, 0;0.207985356450081;VALID;-0.200814738869667, 0.144635602831841, 0.96889317035675;0.0323336496949196, 0, 0;0.214058667421341;2;0
22331;1000003832246802000;63731540418357;(-0.270, -0.177, 0.023);(16.086, 18.395, 359.803);VALID;-0.194118157029152, 0.133313730359077, 0.971877336502075;0, 0, 0;VALID;-0.187580659985542, 0.122036501765251, 0.974638700485229;-0.0323336496949196, 0, 0;0.207272067666054;VALID;-0.200621202588081, 0.144567295908928, 0.968943476676941;0.0323336496949196, 0, 0;0.214018896222115;2;0
22332;1000003832256974600;63731540418377;(-0.270, -0.177, 0.023);(16.091, 18.374, 359.805);VALID;-0.193865656852722, 0.133429765701294, 0.9719118475914;0, 0, 0;VALID;-0.187250316143036, 0.122255995869637, 0.974674701690674;-0.0323336496949196, 0, 0;0.206944510340691;VALID;-0.200446829199791, 0.144580021500587, 0.968977630138397;0.0323336496949196, 0, 0;0.213691845536232;2;0.486223876476288
22333;1000003832266885200;63731540418396;(-0.270, -0.177, 0.023);(16.070, 18.367, 359.824);VALID;-0.193758279085159, 0.133475124835968, 0.971926987171173;0, 0, 0;VALID;-0.187174811959267, 0.122372128069401, 0.974674642086029;-0.0323336496949196, 0, 0;0.205599740147591;VALID;-0.200307995080948, 0.144554868340492, 0.9690101146698;0.0323336496949196, 0, 0;0.213265776634216;2;0.763730108737946
22334;1000003832276853700;63731540418396;(-0.270, -0.177, 0.023);(16.070, 18.367, 359.824);VALID;-0.193569242954254, 0.133469507098198, 0.971965432167053;0, 0, 0;VALID;-0.186994165182114, 0.122433982789516, 0.974701523780823;-0.0323336496949196, 0, 0;0.206482037901878;VALID;-0.200110927224159, 0.144482016563416, 0.969061672687531;0.0323336496949196, 0, 0;0.212917551398277;2;0.952796578407288
22335;1000003832286867000;63731540418415;(-0.271, -0.177, 0.023);(15.995, 18.261, 359.843);VALID;-0.193349912762642, 0.133313030004501, 0.972030580043793;0, 0, 0;VALID;-0.186704456806183, 0.122179038822651, 0.974789083003998;-0.0323336496949196, 0, 0;0.204185515642166;VALID;-0.199961379170418, 0.144423604011536, 0.969101250171661;0.0323336496949196, 0, 0;0.212531134486198;2;1
22336;1000003832296874600;63731540418415;(-0.271, -0.177, 0.023);(15.995, 18.261, 359.843);VALID;-0.193079695105553, 0.133288562297821, 0.972087621688843;0, 0, 0;VALID;-0.186354041099548, 0.122188746929169, 0.97485488653183;-0.0323336496949196, 0, 0;0.203585550189018;VALID;-0.199771344661713, 0.144364893436432, 0.969149231910706;0.0323336496949196, 0, 0;0.212329089641571;2;1
22337;1000003832306913500;63731540418434;(-0.271, -0.177, 0.023);(15.902, 18.067, 359.918);VALID;-0.192879885435104, 0.133392095565796, 0.972113132476807;0, 0, 0;VALID;-0.186166390776634, 0.122426919639111, 0.974860846996307;-0.0323336496949196, 0, 0;0.205373838543892;VALID;-0.199560046195984, 0.144334197044373, 0.969197332859039;0.0323336496949196, 0, 0;0.211753740906715;2;1
22338;1000003832316894800;63731540418434;(-0.271, -0.177, 0.023);(15.902, 18.067, 359.918);VALID;-0.192778334021568, 0.133400246500969, 0.97213214635849;0, 0, 0;VALID;-0.186142981052399, 0.122418828308582, 0.974866390228271;-0.0323336496949196, 0, 0;0.206318393349648;VALID;-0.19938051700592, 0.144358724355698, 0.969230592250824;0.0323336496949196, 0, 0;0.211383119225502;2;1
22339;1000003832327072900;63731540418453;(-0.272, -0.176, 0.023);(15.678, 17.769, 0.059);VALID;-0.192625641822815, 0.133357092738152, 0.972168326377869;0, 0, 0;VALID;-0.186085343360901, 0.122409880161285, 0.974878489971161;-0.0323336496949196, 0, 0;0.206728413701057;VALID;-0.199133217334747, 0.144281640648842, 0.969292938709259;0.0323336496949196, 0, 0;0.210747852921486;2;1
