Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftEyePupilSize;RightEyeStatus;RightEyeForward;RightEyePosition;RightEyePupilSize;FocusDistance;FocusStability
14174;1000003750515943100;63731540336630;(-0.096, -0.598, 0.015);(353.945, 37.374, 1.095);INVALID;;;INVALID;;;;INVALID;;;;;
14185;1000003750626255300;63731540336747;(-0.096, -0.598, 0.015);(353.933, 37.368, 1.098);INVALID;;;INVALID;;;;INVALID;;;;;
14194;1000003750716342400;63731540336864;(-0.096, -0.598, 0.015);(353.940, 37.368, 1.105);INVALID;;;INVALID;;;;INVALID;;;;;
14203;1000003750806491900;63731540336930;(-0.096, -0.598, 0.015);(353.944, 37.373, 1.111);INVALID;;;INVALID;;;;INVALID;;;;;
14214;1000003750916807700;63731540337030;(-0.095, -0.598, 0.015);(353.924, 37.401, 1.124);INVALID;;;INVALID;;;;INVALID;;;;;
14224;1000003751017037500;63731540337131;(-0.095, -0.598, 0.015);(353.959, 37.402, 1.117);INVALID;;;INVALID;;;;INVALID;;;;;
14235;1000003751127155100;63731540337247;(-0.095, -0.599, 0.014);(353.956, 37.398, 1.112);INVALID;;;INVALID;;;;INVALID;;;;;
14244;1000003751217411100;63731540337330;(-0.094, -0.599, 0.014);(353.943, 37.403, 1.110);INVALID;;;INVALID;;;;INVALID;;;;;
14253;1000003751307606900;63731540337430;(-0.094, -0.599, 0.014);(353.945, 37.399, 1.104);INVALID;;;INVALID;;;;INVALID;;;;;
14264;1000003751417685200;63731540337530;(-0.094, -0.599, 0.014);(353.943, 37.391, 1.108);INVALID;;;INVALID;;;;INVALID;;;;;
14274;1000003751517980500;63731540337630;(-0.094, -0.599, 0.014);(353.935, 37.393, 1.110);INVALID;;;INVALID;;;;INVALID;;;;;
14285;1000003751628216100;63731540337747;(-0.094, -0.599, 0.014);(353.941, 37.397, 1.097);INVALID;;;INVALID;;;;INVALID;;;;;
14294;1000003751718354400;63731540337830;(-0.093, -0.599, 0.014);(353.937, 37.388, 1.098);INVALID;;;INVALID;;;;INVALID;;;;;
14303;1000003751808533700;63731540337947;(-0.093, -0.599, 0.014);(353.960, 37.382, 1.097);INVALID;;;INVALID;;;;INVALID;;;;;
14314;1000003751918782100;63731540338030;(-0.093, -0.599, 0.014);(353.940, 37.378, 1.112);INVALID;;;INVALID;;;;INVALID;;;;;
14324;1000003752018939800;63731540338130;(-0.093, -0.599, 0.014);(353.935, 37.378, 1.107);INVALID;;;INVALID;;;;INVALID;;;;;
14334;1000003752119222600;63731540338230;(-0.093, -0.599, 0.014);(353.930, 37.384, 1.103);INVALID;;;INVALID;;;;INVALID;;;;;
14344;1000003752219379900;63731540338330;(-0.093, -0.599, 0.014);(353.946, 37.369, 1.115);INVALID;;;INVALID;;;;INVALID;;;;;
14353;1000003752309619400;63731540338431;(-0.093, -0.599, 0.014);(353.937, 37.385, 1.117);INVALID;;;INVALID;;;;INVALID;;;;;
14364;1000003752419699400;63731540338530;(-0.093, -0.599, 0.014);(353.926, 37.387, 1.117);INVALID;;;INVALID;;;;INVALID;;;;;
14373;1000003752510056500;63731540338630;(-0.094, -0.599, 0.014);(353.939, 37.382, 1.125);INVALID;;;INVALID;;;;INVALID;;;;;
14384;1000003752620114800;63731540338731;(-0.094, -0.599, 0.014);(353.933, 37.387, 1.125);INVALID;;;INVALID;;;;INVALID;;;;;
14394;1000003752720390500;63731540338830;(-0.094, -0.599, 0.014);(353.943, 37.383, 1.124);INVALID;;;INVALID;;;;INVALID;;;;;
14403;1000003752810521300;63731540338931;(-0.094, -0.599, 0.014);(353.947, 37.390, 1.119);INVALID;;;INVALID;;;;INVALID;;;;;
14414;1000003752920663600;63731540339063;(-0.094, -0.599, 0.014);(353.950, 37.412, 1.125);INVALID;;;INVALID;;;;INVALID;;;;;
14423;1000003753010923000;63731540339130;(-0.094, -0.599, 0.014);(353.934, 37.415, 1.113);INVALID;;;INVALID;;;;INVALID;;;;;
14434;1000003753121103400;63731540339231;(-0.094, -0.599, 0.014);(353.929, 37.407, 1.119);INVALID;;;INVALID;;;;INVALID;;;;;
14444;1000003753221353000;63731540339330;(-0.095, -0.599, 0.014);(353.937, 37.406, 1.118);INVALID;;;INVALID;;;;INVALID;;;;;
14453;1000003753311448800;63731540339431;(-0.095, -0.598, 0.014);(353.953, 37.394, 1.114);INVALID;;;INVALID;;;;INVALID;;;;;
14464;1000003753421725700;63731540339531;(-0.095, -0.598, 0.015);(353.946, 37.383, 1.117);INVALID;;;INVALID;;;;INVALID;;;;;
14473;1000003753511842600;63731540339630;(-0.095, -0.598, 0.015);(353.952, 37.379, 1.116);INVALID;;;INVALID;;;;INVALID;;;;;
14484;1000003753622103300;63731540339747;(-0.095, -0.598, 0.015);(353.953, 37.366, 1.120);INVALID;;;INVALID;;;;INVALID;;;;;
14494;1000003753722245100;63731540339847;(-0.095, -0.598, 0.015);(353.941, 37.357, 1.120);INVALID;;;INVALID;;;;INVALID;;;;;
14503;1000003753812534400;63731540339931;(-0.095, -0.598, 0.015);(353.937, 37.362, 1.115);INVALID;;;INVALID;;;;INVALID;;;;;
14514;1000003753922736300;63731540340047;(-0.096, -0.598, 0.015);(353.941, 37.365, 1.109);INVALID;;;INVALID;;;;INVALID;;;;;
14523;1000003754012907100;63731540340164;(-0.096, -0.598, 0.015);(353.943, 37.354, 1.109);INVALID;;;INVALID;;;;INVALID;;;;;
14534;1000003754123052500;63731540340247;(-0.096, -0.598, 0.015);(353.941, 37.351, 1.107);INVALID;;;INVALID;;;;INVALID;;;;;
14543;1000003754213183000;63731540340330;(-0.096, -0.598, 0.015);(353.932, 37.351, 1.109);INVALID;;;INVALID;;;;INVALID;;;;;
14553;1000003754313446400;63731540340430;(-0.096, -0.598, 0.015);(353.937, 37.337, 1.109);INVALID;;;INVALID;;;;INVALID;;;;;
14564;1000003754423719600;63731540340547;(-0.096, -0.598, 0.016);(353.924, 37.336, 1.110);INVALID;;;INVALID;;;;INVALID;;;;;
14573;1000003754513873300;63731540340630;(-0.096, -0.598, 0.015);(353.941, 37.334, 1.097);INVALID;;;INVALID;;;;INVALID;;;;;
14584;1000003754624022200;63731540340747;(-0.096, -0.598, 0.016);(353.949, 37.338, 1.096);INVALID;;;INVALID;;;;INVALID;;;;;
14593;1000003754714271600;63731540340830;(-0.096, -0.598, 0.016);(353.934, 37.338, 1.106);INVALID;;;INVALID;;;;INVALID;;;;;
14603;1000003754814415200;63731540340930;(-0.096, -0.598, 0.015);(353.934, 37.346, 1.110);INVALID;;;INVALID;;;;INVALID;;;;;
14614;1000003754924662600;63731540341046;(-0.096, -0.598, 0.016);(353.924, 37.357, 1.106);INVALID;;;INVALID;;;;INVALID;;;;;
14623;1000003755014792000;63731540341129;(-0.096, -0.598, 0.015);(353.925, 37.353, 1.110);INVALID;;;INVALID;;;;INVALID;;;;;
14634;1000003755125103700;63731540341263;(-0.096, -0.598, 0.016);(353.946, 37.355, 1.105);INVALID;;;INVALID;;;;INVALID;;;;;
14643;1000003755215192500;63731540341330;(-0.096, -0.598, 0.015);(353.929, 37.363, 1.121);INVALID;;;INVALID;;;;INVALID;;;;;
14653;1000003755315455300;63731540341430;(-0.096, -0.598, 0.015);(353.984, 37.401, 1.107);INVALID;;;INVALID;;;;INVALID;;;;;
14664;1000003755425601800;63731540341547;(-0.096, -0.598, 0.015);(353.967, 37.383, 1.176);INVALID;;;INVALID;;;;INVALID;;;;;
14673;1000003755515856100;63731540341630;(-0.096, -0.598, 0.015);(353.895, 37.376, 1.251);INVALID;;;INVALID;;;;INVALID;;;;;
14684;1000003755626005200;63731540341747;(-0.095, -0.598, 0.015);(353.912, 37.396, 1.210);INVALID;;;INVALID;;;;INVALID;;;;;
14693;1000003755716258600;63731540341830;(-0.095, -0.598, 0.015);(353.884, 37.382, 1.162);INVALID;;;INVALID;;;;INVALID;;;;;
14703;1000003755816395800;63731540341930;(-0.095, -0.599, 0.015);(353.919, 37.399, 1.131);INVALID;;;INVALID;;;;INVALID;;;;;
14713;1000003755916536100;63731540342031;(-0.095, -0.598, 0.015);(353.935, 37.437, 1.162);INVALID;;;INVALID;;;;INVALID;;;;;
14723;1000003756016798700;63731540342130;(-0.095, -0.599, 0.015);(353.978, 37.430, 1.143);INVALID;;;INVALID;;;;INVALID;;;;;
14734;1000003756127129000;63731540342247;(-0.094, -0.599, 0.014);(353.975, 37.451, 1.149);INVALID;;;INVALID;;;;INVALID;;;;;
14743;1000003756217199500;63731540342363;(-0.094, -0.599, 0.014);(353.963, 37.460, 1.160);INVALID;;;INVALID;;;;INVALID;;;;;
14752;1000003756307429300;63731540342430;(-0.094, -0.599, 0.014);(353.972, 37.473, 1.169);INVALID;;;INVALID;;;;INVALID;;;;;
14763;1000003756417632300;63731540342530;(-0.094, -0.599, 0.014);(353.971, 37.476, 1.159);INVALID;;;INVALID;;;;INVALID;;;;;
14773;1000003756517769100;63731540342630;(-0.094, -0.599, 0.014);(353.964, 37.473, 1.179);INVALID;;;INVALID;;;;INVALID;;;;;
14784;1000003756628008800;63731540342747;(-0.093, -0.599, 0.014);(353.972, 37.490, 1.181);INVALID;;;INVALID;;;;INVALID;;;;;
14793;1000003756718170200;63731540342830;(-0.093, -0.599, 0.014);(353.962, 37.478, 1.197);INVALID;;;INVALID;;;;INVALID;;;;;
14802;1000003756809952000;63731540342930;(-0.093, -0.599, 0.014);(353.948, 37.448, 1.226);INVALID;;;INVALID;;;;INVALID;;;;;
14813;1000003756918594900;63731540343031;(-0.093, -0.599, 0.014);(353.909, 37.458, 1.205);INVALID;;;INVALID;;;;INVALID;;;;;
14823;1000003757018832900;63731540343130;(-0.093, -0.599, 0.014);(353.932, 37.470, 1.177);INVALID;;;INVALID;;;;INVALID;;;;;
14833;1000003757118955600;63731540343230;(-0.093, -0.599, 0.014);(353.931, 37.470, 1.166);INVALID;;;INVALID;;;;INVALID;;;;;
14843;1000003757219209000;63731540343330;(-0.093, -0.599, 0.014);(353.910, 37.456, 1.188);INVALID;;;INVALID;;;;INVALID;;;;;
14852;1000003757309405000;63731540343447;(-0.093, -0.599, 0.014);(353.923, 37.471, 1.197);INVALID;;;INVALID;;;;INVALID;;;;;
14863;1000003757419612900;63731540343530;(-0.094, -0.599, 0.014);(353.940, 37.489, 1.205);INVALID;;;INVALID;;;;INVALID;;;;;
14873;1000003757519752900;63731540343631;(-0.094, -0.599, 0.014);(353.943, 37.500, 1.198);INVALID;;;INVALID;;;;INVALID;;;;;
14883;1000003757620036000;63731540343730;(-0.094, -0.599, 0.014);(353.964, 37.479, 1.176);INVALID;;;INVALID;;;;INVALID;;;;;
14893;1000003757720170100;63731540343831;(-0.094, -0.599, 0.014);(353.958, 37.465, 1.172);INVALID;;;INVALID;;;;INVALID;;;;;
14902;1000003757810310700;63731540343930;(-0.094, -0.599, 0.014);(353.940, 37.443, 1.154);INVALID;;;INVALID;;;;INVALID;;;;;
14913;1000003757920553400;63731540344030;(-0.094, -0.599, 0.014);(353.957, 37.453, 1.162);INVALID;;;INVALID;;;;INVALID;;;;;
14922;1000003758010767700;63731540344131;(-0.094, -0.599, 0.014);(353.945, 37.448, 1.148);INVALID;;;INVALID;;;;INVALID;;;;;
14933;1000003758120959900;63731540344230;(-0.094, -0.599, 0.014);(353.933, 37.422, 1.144);INVALID;;;INVALID;;;;INVALID;;;;;
14943;1000003758221094400;63731540344330;(-0.095, -0.598, 0.014);(353.945, 37.427, 1.139);INVALID;;;INVALID;;;;INVALID;;;;;
14952;1000003758311397900;63731540344430;(-0.095, -0.598, 0.014);(353.926, 37.425, 1.137);INVALID;;;INVALID;;;;INVALID;;;;;
14963;1000003758421492400;63731540344564;(-0.095, -0.598, 0.015);(353.928, 37.426, 1.146);INVALID;;;INVALID;;;;INVALID;;;;;
14972;1000003758511807900;63731540344630;(-0.095, -0.598, 0.015);(353.932, 37.423, 1.132);INVALID;;;INVALID;;;;INVALID;;;;;
14983;1000003758621894000;63731540344730;(-0.095, -0.598, 0.015);(353.927, 37.417, 1.149);INVALID;;;INVALID;;;;INVALID;;;;;
14993;1000003758722216400;63731540344847;(-0.096, -0.598, 0.015);(353.926, 37.410, 1.150);INVALID;;;INVALID;;;;INVALID;;;;;
15002;1000003758812301900;63731540344930;(-0.096, -0.598, 0.015);(353.924, 37.400, 1.143);INVALID;;;INVALID;;;;INVALID;;;;;
15013;1000003758922563100;63731540345047;(-0.096, -0.598, 0.015);(353.928, 37.403, 1.117);INVALID;;;INVALID;;;;INVALID;;;;;
15022;1000003759012774700;63731540345131;(-0.096, -0.598, 0.015);(353.913, 37.386, 1.109);INVALID;;;INVALID;;;;INVALID;;;;;
15033;1000003759122967200;63731540345247;(-0.096, -0.598, 0.015);(353.923, 37.387, 1.100);INVALID;;;INVALID;;;;INVALID;;;;;
15042;1000003759213214400;63731540345331;(-0.096, -0.598, 0.015);(353.923, 37.389, 1.105);INVALID;;;INVALID;;;;INVALID;;;;;
15052;1000003759313245100;63731540345431;(-0.096, -0.598, 0.015);(353.931, 37.378, 1.082);INVALID;;;INVALID;;;;INVALID;;;;;
15063;1000003759423507300;63731540345548;(-0.096, -0.598, 0.015);(353.924, 37.376, 1.080);INVALID;;;INVALID;;;;INVALID;;;;;
15072;1000003759513687900;63731540345664;(-0.096, -0.598, 0.015);(353.936, 37.365, 1.073);INVALID;;;INVALID;;;;INVALID;;;;;
15083;1000003759623956000;63731540345748;(-0.096, -0.598, 0.015);(353.922, 37.369, 1.068);INVALID;;;INVALID;;;;INVALID;;;;;
15092;1000003759714077100;63731540345831;(-0.096, -0.598, 0.015);(353.936, 37.347, 1.096);INVALID;;;INVALID;;;;INVALID;;;;;
15102;1000003759814429800;63731540345931;(-0.096, -0.598, 0.015);(353.917, 37.356, 1.094);INVALID;;;INVALID;;;;INVALID;;;;;
15113;1000003759924453000;63731540346048;(-0.095, -0.598, 0.015);(353.927, 37.361, 1.090);INVALID;;;INVALID;;;;INVALID;;;;;
15122;1000003760014779200;63731540346131;(-0.095, -0.598, 0.015);(353.918, 37.347, 1.087);INVALID;;;INVALID;;;;INVALID;;;;;
15133;1000003760124860900;63731540346248;(-0.095, -0.598, 0.015);(353.932, 37.356, 1.075);INVALID;;;INVALID;;;;INVALID;;;;;
15142;1000003760215172500;63731540346331;(-0.095, -0.598, 0.015);(353.926, 37.355, 1.081);INVALID;;;INVALID;;;;INVALID;;;;;
15152;1000003760315294600;63731540346431;(-0.095, -0.598, 0.015);(353.942, 37.338, 1.066);INVALID;;;INVALID;;;;INVALID;;;;;
15163;1000003760425518800;63731540346548;(-0.095, -0.598, 0.015);(353.960, 37.318, 1.061);INVALID;;;INVALID;;;;INVALID;;;;;
15172;1000003760515721500;63731540346631;(-0.095, -0.598, 0.015);(353.943, 37.324, 1.058);INVALID;;;INVALID;;;;INVALID;;;;;
15183;1000003760625944200;63731540346764;(-0.094, -0.599, 0.014);(353.914, 37.311, 1.113);INVALID;;;INVALID;;;;INVALID;;;;;
15192;1000003760716099400;63731540346831;(-0.094, -0.599, 0.014);(353.909, 37.351, 1.097);INVALID;;;INVALID;;;;INVALID;;;;;
15202;1000003760816256900;63731540346931;(-0.094, -0.599, 0.014);(353.900, 37.369, 1.083);INVALID;;;INVALID;;;;INVALID;;;;;
15212;1000003760916507600;63731540347031;(-0.094, -0.599, 0.014);(353.887, 37.369, 1.078);INVALID;;;INVALID;;;;INVALID;;;;;
15222;1000003761016628700;63731540347131;(-0.094, -0.599, 0.014);(353.895, 37.372, 1.074);INVALID;;;INVALID;;;;INVALID;;;;;
15233;1000003761126868900;63731540347247;(-0.094, -0.599, 0.014);(353.906, 37.364, 1.084);INVALID;;;INVALID;;;;INVALID;;;;;
15242;1000003761216998700;63731540347331;(-0.093, -0.599, 0.014);(353.909, 37.354, 1.100);INVALID;;;INVALID;;;;INVALID;;;;;
15251;1000003761307321300;63731540347431;(-0.093, -0.599, 0.014);(353.919, 37.380, 1.086);INVALID;;;INVALID;;;;INVALID;;;;;
15262;1000003761417495600;63731540347531;(-0.093, -0.599, 0.014);(353.937, 37.374, 1.082);INVALID;;;INVALID;;;;INVALID;;;;;
15272;1000003761517698800;63731540347631;(-0.093, -0.599, 0.014);(353.935, 37.371, 1.066);INVALID;;;INVALID;;;;INVALID;;;;;
15283;1000003761627803300;63731540347747;(-0.093, -0.599, 0.014);(353.953, 37.370, 1.094);INVALID;;;INVALID;;;;INVALID;;;;;
15292;1000003761718074100;63731540347865;(-0.093, -0.599, 0.014);(353.938, 37.375, 1.091);INVALID;;;INVALID;;;;INVALID;;;;;
15301;1000003761808239500;63731540347931;(-0.093, -0.599, 0.014);(353.938, 37.379, 1.085);INVALID;;;INVALID;;;;INVALID;;;;;
15312;1000003761918529000;63731540348031;(-0.093, -0.599, 0.014);(353.954, 37.389, 1.088);INVALID;;;INVALID;;;;INVALID;;;;;
15322;1000003762018669200;63731540348131;(-0.093, -0.599, 0.014);(353.946, 37.390, 1.086);INVALID;;;INVALID;;;;INVALID;;;;;
15333;1000003762128938900;63731540348247;(-0.094, -0.599, 0.014);(353.844, 37.529, 1.178);INVALID;;;INVALID;;;;INVALID;;;;;
15342;1000003762219018900;63731540348331;(-0.094, -0.599, 0.015);(353.948, 37.816, 1.153);INVALID;;;INVALID;;;;INVALID;;;;;
15351;1000003762309241400;63731540348431;(-0.093, -0.593, 0.013);(357.167, 38.079, 1.017);INVALID;;;INVALID;;;;INVALID;;;;;
15362;1000003762419467200;63731540348531;(-0.087, -0.555, 0.005);(16.304, 41.530, 348.952);INVALID;;;INVALID;;;;INVALID;;;;;
15372;1000003762519616900;63731540348631;(-0.094, -0.498, -0.011);(38.807, 36.951, 335.922);INVALID;;;INVALID;;;;INVALID;;;;;
15382;1000003762619838200;63731540348731;(-0.124, -0.415, -0.031);(44.309, 28.683, 331.852);INVALID;;;INVALID;;;;INVALID;;;;;
15392;1000003762719959300;63731540348831;(-0.159, -0.339, -0.044);(46.986, 19.304, 326.937);INVALID;;;INVALID;;;;INVALID;;;;;
15401;1000003762810361000;63731540348948;(-0.202, -0.279, -0.065);(51.944, 2.808, 321.746);INVALID;;;INVALID;;;;INVALID;;;;;
15412;1000003762920371900;63731540349031;(-0.221, -0.244, -0.078);(48.374, 355.173, 320.710);INVALID;;;INVALID;;;;INVALID;;;;;
15421;1000003763010674200;63731540349131;(-0.229, -0.210, -0.090);(35.568, 351.807, 326.664);INVALID;;;INVALID;;;;INVALID;;;;;
15432;1000003763120841900;63731540349231;(-0.234, -0.185, -0.107);(22.052, 350.787, 331.085);INVALID;;;INVALID;;;;INVALID;;;;;
15442;1000003763221079800;63731540349331;(-0.250, -0.160, -0.117);(13.170, 351.718, 333.590);INVALID;;;INVALID;;;;INVALID;;;;;
15451;1000003763311201200;63731540349431;(-0.272, -0.138, -0.113);(14.349, 353.718, 331.135);INVALID;;;INVALID;;;;INVALID;;;;;
15462;1000003763421471900;63731540349531;(-0.295, -0.126, -0.111);(16.902, 358.117, 331.302);INVALID;;;INVALID;;;;INVALID;;;;;
15471;1000003763511562100;63731540349631;(-0.315, -0.118, -0.121);(17.776, 3.359, 334.910);INVALID;;;INVALID;;;;INVALID;;;;;
15482;1000003763621824400;63731540349731;(-0.331, -0.112, -0.131);(17.819, 7.508, 339.109);INVALID;;;INVALID;;;;INVALID;;;;;
