Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability
2218631;1000011153110224200;63851479439876;(-0.379, 0.825, 0.398);(0.017, -0.832, 0.013, 0.555);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2218650;1000011153211053422;63851479439876;(-0.379, 0.825, 0.398);(0.017, -0.832, 0.013, 0.555);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2218672;1000011153304481900;63851479439876;(-0.379, 0.825, 0.398);(0.017, -0.832, 0.013, 0.555);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2218692;1000011153399944977;63851479439876;(-0.379, 0.825, 0.398);(0.017, -0.832, 0.013, 0.555);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2218712;1000011153497700563;63851479439876;(-0.379, 0.825, 0.398);(0.017, -0.832, 0.013, 0.555);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2218732;1000011153596576634;63851479439989;(-0.379, 0.825, 0.398);(0.017, -0.832, 0.012, 0.555);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2218752;1000011153696042749;63851479440059;(-0.379, 0.825, 0.398);(0.017, -0.832, 0.012, 0.555);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2218772;1000011153795820090;63851479440304;(-0.379, 0.825, 0.398);(0.017, -0.832, 0.013, 0.555);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2218792;1000011153895681403;63851479440304;(-0.379, 0.825, 0.398);(0.017, -0.832, 0.013, 0.555);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2218812;1000011153995552439;63851479440514;(-0.379, 0.825, 0.398);(0.017, -0.832, 0.012, 0.555);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2218832;1000011154095440408;63851479440514;(-0.379, 0.825, 0.398);(0.017, -0.832, 0.012, 0.555);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2218852;1000011154195336033;63851479440726;(-0.379, 0.825, 0.398);(0.017, -0.832, 0.013, 0.555);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2218872;1000011154295238836;63851479440726;(-0.379, 0.825, 0.398);(0.017, -0.832, 0.013, 0.555);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2218892;1000011154395156746;63851479440937;(-0.379, 0.825, 0.398);(0.017, -0.832, 0.013, 0.555);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2218912;1000011154495080174;63851479440937;(-0.379, 0.825, 0.398);(0.017, -0.832, 0.013, 0.555);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2218932;1000011154595009166;63851479441300;(-0.379, 0.825, 0.398);(0.017, -0.832, 0.013, 0.555);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2218952;1000011154694942832;63851479441300;(-0.379, 0.825, 0.398);(0.017, -0.832, 0.013, 0.555);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2218972;1000011154794892245;63851479441300;(-0.379, 0.825, 0.398);(0.017, -0.832, 0.013, 0.555);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2218992;1000011154894845728;63851479441300;(-0.379, 0.825, 0.398);(0.017, -0.832, 0.013, 0.555);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2219012;1000011154994804510;63851479441393;(-0.379, 0.825, 0.398);(0.017, -0.832, 0.013, 0.555);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2219032;1000011155094769407;63851479441580;(-0.379, 0.825, 0.398);(0.017, -0.832, 0.013, 0.555);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2219052;1000011155194736635;63851479441580;(-0.379, 0.825, 0.398);(0.017, -0.832, 0.013, 0.555);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2219072;1000011155294707812;63851479441786;(-0.379, 0.825, 0.398);(0.017, -0.832, 0.013, 0.555);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2219092;1000011155394679741;63851479441786;(-0.379, 0.825, 0.398);(0.017, -0.832, 0.013, 0.555);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2219112;1000011155494663380;63851479442103;(-0.379, 0.825, 0.398);(0.017, -0.832, 0.013, 0.555);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2219132;1000011155594647070;63851479442103;(-0.379, 0.825, 0.398);(0.017, -0.832, 0.013, 0.555);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2219152;1000011155694631732;63851479442103;(-0.379, 0.825, 0.398);(0.017, -0.832, 0.013, 0.555);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2219172;1000011155794626314;63851479442207;(-0.379, 0.825, 0.398);(0.017, -0.832, 0.013, 0.555);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2219192;1000011155894621721;63851479442308;(-0.379, 0.825, 0.398);(0.017, -0.832, 0.013, 0.555);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2219212;1000011155994617215;63851479442398;(-0.379, 0.825, 0.398);(0.017, -0.832, 0.013, 0.555);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2219232;1000011156094647961;63851479442487;(-0.379, 0.825, 0.398);(0.017, -0.832, 0.013, 0.555);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
