Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability
343667;1000948668701227853;63852428549863;(0.045, 1.276, -0.046);(0.078, -0.160, 0.008, 0.984);VALID;(0.024, -0.075, 0.997);(0.000, 0.000, 0.000);0.000;VALID;(0.047, -0.075, 0.996);(-0.035, 0.000, 0.000);0.000;2.908;0.000;VALID;(0.003, -0.074, 0.997);(0.035, 0.000, 0.000);0.000;4.726;0.000;2;0.3649603;NULL
343668;1000948668706230826;63852428549863;(0.045, 1.276, -0.046);(0.078, -0.160, 0.008, 0.984);VALID;(0.024, -0.075, 0.997);(0.000, 0.000, 0.000);0.000;VALID;(0.047, -0.076, 0.996);(-0.035, 0.000, 0.000);0.000;2.910;0.000;VALID;(0.003, -0.075, 0.997);(0.035, 0.000, 0.000);0.000;4.726;0.000;2;0.4871071;NULL
343669;1000948668711234297;63852428549863;(0.045, 1.276, -0.046);(0.078, -0.160, 0.008, 0.984);VALID;(0.023, -0.076, 0.997);(0.000, 0.000, 0.000);0.000;VALID;(0.047, -0.077, 0.996);(-0.035, 0.000, 0.000);0.000;2.911;0.000;VALID;(0.002, -0.076, 0.997);(0.035, 0.000, 0.000);0.000;4.726;0.000;2;0.5349096;NULL
343670;1000948668716237647;63852428549863;(0.045, 1.276, -0.046);(0.078, -0.160, 0.008, 0.984);VALID;(0.023, -0.077, 0.997);(0.000, 0.000, 0.000);0.000;VALID;(0.047, -0.077, 0.996);(-0.035, 0.000, 0.000);0.000;2.912;0.000;VALID;(0.002, -0.076, 0.997);(0.035, 0.000, 0.000);0.000;4.725;0.000;2;0.5724341;NULL
343671;1000948668721240876;63852428549863;(0.045, 1.276, -0.046);(0.078, -0.160, 0.008, 0.984);VALID;(0.023, -0.077, 0.997);(0.000, 0.000, 0.000);0.000;VALID;(0.047, -0.078, 0.996);(-0.035, 0.000, 0.000);0.000;2.913;0.000;VALID;(0.002, -0.077, 0.997);(0.035, 0.000, 0.000);0.000;4.725;0.000;2;0.5876122;NULL
343672;1000948668726243987;63852428549863;(0.045, 1.276, -0.046);(0.078, -0.160, 0.008, 0.984);VALID;(0.023, -0.078, 0.997);(0.000, 0.000, 0.000);0.000;VALID;(0.047, -0.078, 0.996);(-0.035, 0.000, 0.000);0.000;2.913;0.000;VALID;(0.002, -0.078, 0.997);(0.035, 0.000, 0.000);0.000;4.725;0.000;2;0.6015788;NULL
343673;1000948668731246937;63852428549863;(0.045, 1.276, -0.046);(0.078, -0.160, 0.008, 0.984);VALID;(0.022, -0.078, 0.997);(0.000, 0.000, 0.000);0.000;VALID;(0.046, -0.079, 0.996);(-0.035, 0.000, 0.000);0.000;2.913;0.000;VALID;(0.002, -0.078, 0.997);(0.035, 0.000, 0.000);0.000;4.725;0.000;2;0.5501502;NULL
343674;1000948668736249742;63852428549863;(0.045, 1.276, -0.046);(0.078, -0.160, 0.008, 0.984);VALID;(0.022, -0.079, 0.997);(0.000, 0.000, 0.000);0.000;VALID;(0.046, -0.080, 0.996);(-0.035, 0.000, 0.000);0.000;2.913;0.000;VALID;(0.001, -0.079, 0.997);(0.035, 0.000, 0.000);0.000;4.725;0.000;2;0.569075;NULL
343675;1000948668741249023;63852428549863;(0.045, 1.276, -0.046);(0.078, -0.160, 0.008, 0.984);VALID;(0.022, -0.080, 0.997);(0.000, 0.000, 0.000);0.000;VALID;(0.045, -0.081, 0.996);(-0.035, 0.000, 0.000);0.000;2.913;0.000;VALID;(0.001, -0.080, 0.997);(0.035, 0.000, 0.000);0.000;4.731;0.000;2;0.5653636;NULL
343676;1000948668746248307;63852428549863;(0.045, 1.276, -0.046);(0.078, -0.160, 0.008, 0.984);VALID;(0.021, -0.081, 0.996);(0.000, 0.000, 0.000);69.775;VALID;(0.045, -0.082, 0.996);(-0.035, 0.000, 0.000);0.000;2.914;0.000;VALID;(0.001, -0.081, 0.997);(0.035, 0.000, 0.000);0.000;4.737;0.000;2;0.5798849;NULL
