Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability
171297;1000947806521319249;63852427687196;(-0.590, 0.827, 0.301);(0.001, 0.881, 0.000, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
171317;1000947806621359520;63852427687304;(-0.591, 0.828, 0.301);(0.001, 0.881, 0.000, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
171337;1000947806721396946;63852427687417;(-0.590, 0.828, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
171357;1000947806821431987;63852427687526;(-0.591, 0.828, 0.302);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
171377;1000947806921473903;63852427687583;(-0.591, 0.828, 0.302);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
171397;1000947807021513467;63852427687696;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
171417;1000947807121549819;63852427687807;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
171437;1000947807221591612;63852427687914;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.473);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
171457;1000947807321631631;63852427688027;(-0.590, 0.828, 0.302);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
171477;1000947807421669117;63852427688084;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
171497;1000947807521704113;63852427688196;(-0.590, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
171517;1000947807621745933;63852427688308;(-0.591, 0.827, 0.301);(0.001, 0.881, 0.000, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
171537;1000947807721784082;63852427688415;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
171557;1000947807821820266;63852427688526;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
171577;1000947807921863168;63852427688584;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
171597;1000947808021902641;63852427688693;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
171617;1000947808121939899;63852427688804;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
171637;1000947808221982390;63852427688919;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
171657;1000947808322022585;63852427689162;(-0.591, 0.827, 0.302);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
171677;1000947808422059988;63852427689162;(-0.591, 0.827, 0.302);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
171697;1000947808522096788;63852427689241;(-0.591, 0.827, 0.302);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
171717;1000947808622138081;63852427689289;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
171737;1000947808722178189;63852427689384;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
171757;1000947808822214681;63852427689486;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
171777;1000947808922257502;63852427689584;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
171797;1000947809022297911;63852427689684;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
171817;1000947809122337710;63852427689888;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.473);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
171837;1000947809222372031;63852427689889;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.473);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
171857;1000947809322417306;63852427690084;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.473);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
171877;1000947809422460366;63852427690084;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.473);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
171897;1000947809522500543;63852427690213;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
171917;1000947809622541190;63852427690333;(-0.591, 0.827, 0.302);(0.001, 0.881, -0.001, -0.473);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
171937;1000947809722581372;63852427690398;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
171957;1000947809822617216;63852427690528;(-0.591, 0.827, 0.302);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
171977;1000947809922660062;63852427690595;(-0.591, 0.828, 0.302);(0.001, 0.881, -0.001, -0.473);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
171997;1000947810022699583;63852427690728;(-0.590, 0.827, 0.302);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172017;1000947810122738332;63852427690797;(-0.591, 0.827, 0.302);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172037;1000947810222772645;63852427690929;(-0.590, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172057;1000947810322814263;63852427690995;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172077;1000947810422853643;63852427691141;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172097;1000947810522890031;63852427691194;(-0.591, 0.827, 0.302);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172117;1000947810622932286;63852427691306;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172137;1000947810722971705;63852427691417;(-0.590, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172157;1000947810823008518;63852427691516;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.473);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172177;1000947810923043308;63852427691599;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172197;1000947811023084922;63852427691709;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172217;1000947811123123448;63852427691808;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172237;1000947811223159970;63852427691954;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.473);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172257;1000947811323202946;63852427692029;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172277;1000947811423242870;63852427692108;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172297;1000947811523279551;63852427692264;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.473);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172317;1000947811623321973;63852427692340;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.473);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172337;1000947811723362371;63852427692418;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172357;1000947811823400372;63852427692507;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172377;1000947811923437475;63852427692652;(-0.591, 0.826, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172397;1000947812023478496;63852427692717;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.473);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172417;1000947812123517627;63852427692787;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172437;1000947812223555296;63852427692899;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172457;1000947812323598137;63852427693010;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172477;1000947812423637332;63852427693125;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172497;1000947812523675932;63852427693245;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172517;1000947812623711090;63852427693298;(-0.590, 0.827, 0.301);(0.001, 0.881, -0.001, -0.473);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172537;1000947812723752485;63852427693402;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.473);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172557;1000947812823791369;63852427693518;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172577;1000947812923835605;63852427693631;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.473);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172597;1000947813023877970;63852427693739;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172616;1000947813118916149;63852427693799;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172636;1000947813218953399;63852427693904;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172656;1000947813318993659;63852427694014;(-0.591, 0.827, 0.302);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172676;1000947813419034444;63852427694132;(-0.590, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172696;1000947813519072015;63852427694185;(-0.590, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172716;1000947813619107774;63852427694294;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172736;1000947813719150031;63852427694400;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172756;1000947813819189398;63852427694509;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.473);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172776;1000947813919225928;63852427694623;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.473);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172796;1000947814019268691;63852427694731;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172816;1000947814119309193;63852427694791;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.473);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172836;1000947814219347210;63852427694906;(-0.591, 0.827, 0.301);(0.001, 0.881, 0.000, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172856;1000947814319381824;63852427695017;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172876;1000947814419423924;63852427695130;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172896;1000947814519463332;63852427695184;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172916;1000947814619500255;63852427695295;(-0.591, 0.827, 0.302);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172936;1000947814719543438;63852427695407;(-0.590, 0.827, 0.302);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172956;1000947814819582356;63852427695515;(-0.591, 0.828, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172976;1000947814919619599;63852427695630;(-0.590, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
172996;1000947815019654609;63852427695685;(-0.590, 0.828, 0.302);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
173016;1000947815119696369;63852427695799;(-0.590, 0.827, 0.302);(0.001, 0.881, -0.001, -0.473);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
173036;1000947815219734823;63852427695907;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
173056;1000947815319770595;63852427696016;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
173076;1000947815419813173;63852427696125;(-0.591, 0.827, 0.302);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
173096;1000947815519853167;63852427696240;(-0.591, 0.827, 0.301);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
173116;1000947815619890376;63852427696294;(-0.591, 0.827, 0.302);(0.001, 0.881, -0.001, -0.474);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
