FrameVarjo;UnityFrame;ExperimentTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftEyePupilSize;RightEyeStatus;RightEyeForward;RightEyePosition;RightEyePupilSize;FocusDistance;FocusStability
320617;916;47.19252;(-105.933, 1.096, 5.854);(4.940, 79.297, 358.794);VALID;(-0.0374257788062096, 0.0234392043203115, 0.999024510383606);(0, 0, 0);VALID;(-0.0429738871753216, 0.0211763065308332, 0.998851716518402);(-0.0323209501802921, 0, 0);0.205719918012619;VALID;(-0.0318763218820095, 0.0257012601941824, 0.999161303043365);(0.0323209501802921, 0, 0);0.226194843649864;2;0
320618;916;47.19252;(-105.933, 1.096, 5.854);(4.940, 79.297, 358.794);VALID;(-0.0345306769013405, 0.0232097115367651, 0.999134123325348);(0, 0, 0);VALID;(-0.0400411896407604, 0.0208140406757593, 0.998981237411499);(-0.0323209501802921, 0, 0);0.204031988978386;VALID;(-0.0290189143270254, 0.0256045423448086, 0.999250888824463);(0.0323209501802921, 0, 0);0.225087866187096;2;0
320619;917;47.22193;(-105.843, 1.096, 5.905);(4.927, 79.931, 358.680);VALID;(-0.0313290059566498, 0.0231015477329493, 0.999242126941681);(0, 0, 0);VALID;(-0.036880686879158, 0.0206767935305834, 0.999105751514435);(-0.0323209501802921, 0, 0);0.20469930768013;VALID;(-0.0257761739194393, 0.0255254544317722, 0.999341785907745);(0.0323209501802921, 0, 0);0.225821062922478;2;0
320620;917;47.22193;(-105.843, 1.096, 5.905);(4.927, 79.931, 358.680);VALID;(-0.0277136843651533, 0.0226676519960165, 0.999358832836151);(0, 0, 0);VALID;(-0.0329309441149235, 0.0203627496957779, 0.999250173568726);(-0.0323209501802921, 0, 0);0.204932272434235;VALID;(-0.0224955230951309, 0.024971816688776, 0.999435007572174);(0.0323209501802921, 0, 0);0.223167285323143;2;0
320621;917;47.22193;(-105.843, 1.096, 5.905);(4.927, 79.931, 358.680);VALID;(-0.0238636173307896, 0.0222320556640625, 0.999467968940735);(0, 0, 0);VALID;(-0.0294782370328903, 0.0201088432222605, 0.999363124370575);(-0.0323209501802921, 0, 0);0.205359667539597;VALID;(-0.0182481370866299, 0.0243544671684504, 0.99953681230545);(0.0323209501802921, 0, 0);0.222737446427345;2;0
320622;918;47.24708;(-105.757, 1.096, 5.951);(4.960, 80.571, 358.617);VALID;(-0.0206838715821505, 0.0218194928020239, 0.999547958374023);(0, 0, 0);VALID;(-0.0265578702092171, 0.0199205446988344, 0.999448776245117);(-0.0323209501802921, 0, 0);0.204549044370651;VALID;(-0.0148090841248631, 0.0237176083028317, 0.999608993530273);(0.0323209501802921, 0, 0);0.222683668136597;2;0
320623;918;47.24708;(-105.757, 1.096, 5.951);(4.960, 80.571, 358.617);VALID;(-0.0178055055439472, 0.0212517771869898, 0.999615609645844);(0, 0, 0);VALID;(-0.0234917607158422, 0.0193631518632174, 0.999536514282227);(-0.0323209501802921, 0, 0);0.204088464379311;VALID;(-0.0121186105534434, 0.0231396425515413, 0.999658763408661);(0.0323209501802921, 0, 0);0.222727224230766;2;0.0516229793429375
320624;919;47.27092;(-105.670, 1.096, 5.995);(5.019, 81.209, 358.598);VALID;(-0.0143840461969376, 0.0209828820079565, 0.99967634677887);(0, 0, 0);VALID;(-0.0207262746989727, 0.0188732873648405, 0.999607026576996);(-0.0323209501802921, 0, 0);0.204211920499802;VALID;(-0.00804117508232594, 0.0230915378779173, 0.999701023101807);(0.0323209501802921, 0, 0);0.223033919930458;2;0.368864715099335
320625;919;47.27092;(-105.670, 1.096, 5.995);(5.019, 81.209, 358.598);VALID;(-0.0118763642385602, 0.0207253508269787, 0.99971467256546);(0, 0, 0);VALID;(-0.0185314584523439, 0.0183034092187881, 0.999660730361938);(-0.0323209501802921, 0, 0);0.204084426164627;VALID;(-0.00522067304700613, 0.0231462530791759, 0.999718487262726);(0.0323209501802921, 0, 0);0.22378371655941;2;0.535740196704865
320626;920;47.29467;(-105.564, 1.096, 6.045);(5.113, 82.011, 358.563);VALID;(-0.00977412331849337, 0.0204635597765446, 0.999742805957794);(0, 0, 0);VALID;(-0.0168360937386751, 0.0178112722933292, 0.999699592590332);(-0.0323209501802921, 0, 0);0.204042732715607;VALID;(-0.00271159573458135, 0.0231146849691868, 0.999729156494141);(0.0323209501802921, 0, 0);0.224630162119865;2;0.606158077716827
320627;920;47.29467;(-105.564, 1.096, 6.045);(5.113, 82.011, 358.563);VALID;(-0.00774639565497637, 0.0205492917448282, 0.999758839607239);(0, 0, 0);VALID;(-0.015460348688066, 0.0176270008087158, 0.999725103378296);(-0.0323209501802921, 0, 0);0.20474961400032;VALID;(-3.19148603011854E-05, 0.0234701838344336, 0.999724507331848);(0.0323209501802921, 0, 0);0.224218279123306;2;0.591051876544952
320628;920;47.29467;(-105.564, 1.096, 6.045);(5.113, 82.011, 358.563);VALID;(-0.00585611024871469, 0.0203394275158644, 0.999776005744934);(0, 0, 0);VALID;(-0.0138439619913697, 0.0171757005155087, 0.999756634235382);(-0.0323209501802921, 0, 0);0.203786134719849;VALID;(0.00213217362761498, 0.0235016532242298, 0.999721527099609);(0.0323209501802921, 0, 0);0.22352933883667;2;0.584364831447601
320629;921;47.32377;(-105.456, 1.096, 6.093);(5.206, 82.875, 358.474);VALID;(-0.00453007454052567, 0.0202860347926617, 0.999783933162689);(0, 0, 0);VALID;(-0.012395023368299, 0.016993273049593, 0.999778747558594);(-0.0323209501802921, 0, 0);0.20430052280426;VALID;(0.00333520374260843, 0.023577319458127, 0.999716460704803);(0.0323209501802921, 0, 0);0.223229095339775;2;0.577379405498505
320630;921;47.32377;(-105.456, 1.096, 6.093);(5.206, 82.875, 358.474);VALID;(-0.00353500084020197, 0.0200670752674341, 0.999792397022247);(0, 0, 0);VALID;(-0.0111304828897119, 0.0166740529239178, 0.999799013137817);(-0.0323209501802921, 0, 0);0.203176364302635;VALID;(0.00406072521582246, 0.0234587099403143, 0.999716579914093);(0.0323209501802921, 0, 0);0.222855895757675;2;0.587238967418671
320631;921;47.32377;(-105.456, 1.096, 6.093);(5.206, 82.875, 358.474);VALID;(-0.00265433662571013, 0.0202038362622261, 0.999792337417603);(0, 0, 0);VALID;(-0.00999662932008505, 0.0167713351547718, 0.999809384346008);(-0.0323209501802921, 0, 0);0.204739525914192;VALID;(0.00468813069164753, 0.0236350111663342, 0.999709665775299);(0.0323209501802921, 0, 0);0.22441790997982;2;0.610872864723206
320632;922;47.35302;(-105.360, 1.096, 6.132);(5.281, 83.654, 358.426);VALID;(-0.00164470041636378, 0.0201498549431562, 0.999795615673065);(0, 0, 0);VALID;(-0.00800465140491724, 0.0166021604090929, 0.99983012676239);(-0.0323209501802921, 0, 0);0.205302894115448;VALID;(0.00471533788368106, 0.0236964821815491, 0.99970805644989);(0.0323209501802921, 0, 0);0.221868902444839;2;0.623853623867035
320633;922;47.35302;(-105.360, 1.096, 6.132);(5.281, 83.654, 358.426);VALID;(-0.00125539558939636, 0.0201501082628965, 0.999796152114868);(0, 0, 0);VALID;(-0.00732972892001271, 0.0165785346180201, 0.999835729598999);(-0.0323209501802921, 0, 0);0.203057587146759;VALID;(0.0048190001398325, 0.0237206816673279, 0.999706983566284);(0.0323209501802921, 0, 0);0.22142493724823;2;0.649185299873352
320634;922;47.35302;(-105.360, 1.096, 6.132);(5.281, 83.654, 358.426);VALID;(-0.00109991047065705, 0.02028520219028, 0.999793648719788);(0, 0, 0);VALID;(-0.00736950803548098, 0.016769515350461, 0.999832212924957);(-0.0323209501802921, 0, 0);0.204591229557991;VALID;(0.00516974367201328, 0.0237998403608799, 0.999703347682953);(0.0323209501802921, 0, 0);0.223525360226631;2;0.672622978687286
320635;923;47.37881;(-105.273, 1.096, 6.166);(5.333, 84.325, 358.437);VALID;(-0.000603733176831156, 0.0203884746879339, 0.999791979789734);(0, 0, 0);VALID;(-0.00688480446115136, 0.0167159773409367, 0.999836564064026);(-0.0323209501802921, 0, 0);0.203229203820229;VALID;(0.0056773703545332, 0.0240598935633898, 0.999694406986237);(0.0323209501802921, 0, 0);0.222227036952972;2;0.684205532073975
320636;923;47.37881;(-105.273, 1.096, 6.166);(5.333, 84.325, 358.437);VALID;(2.74770854957751E-06, 0.020743265748024, 0.999784827232361);(0, 0, 0);VALID;(-0.00666241906583309, 0.0167946461588144, 0.99983674287796);(-0.0323209501802921, 0, 0);0.202463373541832;VALID;(0.00666791433468461, 0.0246906392276287, 0.999672889709473);(0.0323209501802921, 0, 0);0.222895070910454;2;0.708125650882721
320637;924;47.40243;(-105.169, 1.096, 6.202);(5.313, 85.117, 358.477);VALID;(0.000292705371975899, 0.0212011765688658, 0.999775171279907);(0, 0, 0);VALID;(-0.00648689875379205, 0.0168499518185854, 0.999836981296539);(-0.0323209501802921, 0, 0);0.202457785606384;VALID;(0.00707229040563107, 0.0255510229617357, 0.99964851140976);(0.0323209501802921, 0, 0);0.224407911300659;2;0.741989970207214
320638;924;47.40243;(-105.169, 1.096, 6.202);(5.313, 85.117, 358.477);VALID;(0.000474638363812119, 0.0218158457428217, 0.999761879444122);(0, 0, 0);VALID;(-0.00675735389813781, 0.0172242186963558, 0.999828815460205);(-0.0323209501802921, 0, 0);0.203113496303558;VALID;(0.00770659558475018, 0.0264058727771044, 0.999621570110321);(0.0323209501802921, 0, 0);0.223075449466705;2;0.778718709945679
320639;924;47.40243;(-105.169, 1.096, 6.202);(5.313, 85.117, 358.477);VALID;(0.000649682653602213, 0.022139897570014, 0.999754667282104);(0, 0, 0);VALID;(-0.00693426793441176, 0.0175043158233166, 0.999822735786438);(-0.0323209501802921, 0, 0);0.202353000640869;VALID;(0.00823358166962862, 0.0267737302929163, 0.999607622623444);(0.0323209501802921, 0, 0);0.22297491133213;2;0.825626194477081
320640;925;47.4302;(-105.072, 1.096, 6.234);(5.257, 85.857, 358.562);VALID;(0.000616216624621302, 0.0224837400019169, 0.999747037887573);(0, 0, 0);VALID;(-0.00740744918584824, 0.0177906211465597, 0.99981427192688);(-0.0323209501802921, 0, 0);0.202255234122276;VALID;(0.00863982923328877, 0.0271749161183834, 0.999593377113342);(0.0323209501802921, 0, 0);0.222358137369156;2;0.876198589801788
320641;925;47.4302;(-105.072, 1.096, 6.234);(5.257, 85.857, 358.562);VALID;(0.000519913912285119, 0.0228878278285265, 0.999737918376923);(0, 0, 0);VALID;(-0.00770632922649384, 0.0181028507649899, 0.99980640411377);(-0.0323209501802921, 0, 0);0.202353000640869;VALID;(0.00874610990285873, 0.027670731768012, 0.999578833580017);(0.0323209501802921, 0, 0);0.222793340682983;2;0.91618949174881
320642;925;47.4302;(-105.072, 1.096, 6.234);(5.257, 85.857, 358.562);VALID;(0.000347294029779732, 0.0228736456483603, 0.999738276004791);(0, 0, 0);VALID;(-0.00796668976545334, 0.0183554347604513, 0.999799787998199);(-0.0323209501802921, 0, 0);0.202370122075081;VALID;(0.0086612468585372, 0.027389807626605, 0.999587297439575);(0.0323209501802921, 0, 0);0.221843168139458;2;0.955743610858917
320643;926;47.45631;(-104.975, 1.096, 6.263);(5.199, 86.545, 358.690);VALID;(0.000273619167273864, 0.0229365453124046, 0.999736905097961);(0, 0, 0);VALID;(-0.0080970274284482, 0.0187334921211004, 0.999791741371155);(-0.0323209501802921, 0, 0);0.202778190374374;VALID;(0.00864424183964729, 0.0271375849843025, 0.999594330787659);(0.0323209501802921, 0, 0);0.221836134791374;2;1
320644;926;47.45631;(-104.975, 1.096, 6.263);(5.199, 86.545, 358.690);VALID;(0.000179424139787443, 0.0231395959854126, 0.999732255935669);(0, 0, 0);VALID;(-0.00817495863884687, 0.0189718976616859, 0.999786615371704);(-0.0323209501802921, 0, 0);0.203502878546715;VALID;(0.00853379163891077, 0.0273052770644426, 0.999590694904327);(0.0323209501802921, 0, 0);0.220962852239609;2;1
320645;927;47.48216;(-104.869, 1.096, 6.292);(5.231, 87.282, 358.726);VALID;(0.000247570686042309, 0.0234080608934164, 0.999725937843323);(0, 0, 0);VALID;(-0.00819764006882906, 0.0191676486283541, 0.999782681465149);(-0.0323209501802921, 0, 0);0.203885436058044;VALID;(0.00869275908917189, 0.0276463832706213, 0.999579966068268);(0.0323209501802921, 0, 0);0.222509458661079;2;1
320646;927;47.48216;(-104.869, 1.096, 6.292);(5.231, 87.282, 358.726);VALID;(0.00020494191267062, 0.0236657876521349, 0.9997199177742);(0, 0, 0);VALID;(-0.00820885319262743, 0.0195112265646458, 0.999775946140289);(-0.0323209501802921, 0, 0);0.203558728098869;VALID;(0.00861871894448996, 0.027818264439702, 0.999575853347778);(0.0323209501802921, 0, 0);0.221202254295349;2;1
320647;927;47.48216;(-104.869, 1.096, 6.292);(5.231, 87.282, 358.726);VALID;(-0.000181272713234648, 0.0234980918467045, 0.999723851680756);(0, 0, 0);VALID;(-0.00853940472006798, 0.0194843988865614, 0.999773681163788);(-0.0323209501802921, 0, 0);0.202410086989403;VALID;(0.00817687436938286, 0.0275097638368607, 0.999588072299957);(0.0323209501802921, 0, 0);0.221808403730392;2;1
320648;928;47.51022;(-104.761, 1.096, 6.319);(5.381, 87.942, 358.539);VALID;(-0.000402953068260103, 0.0234457440674305, 0.999725043773651);(0, 0, 0);VALID;(-0.00872499868273735, 0.0195462889969349, 0.999770879745483);(-0.0323209501802921, 0, 0);0.203902393579483;VALID;(0.00791912712156773, 0.0273432172834873, 0.999594748020172);(0.0323209501802921, 0, 0);0.222015887498856;2;1
320649;928;47.51022;(-104.761, 1.096, 6.319);(5.381, 87.942, 358.539);VALID;(-0.000584076973609626, 0.0233536846935749, 0.999727070331573);(0, 0, 0);VALID;(-0.00886187981814146, 0.0195259787142277, 0.999770104885101);(-0.0323209501802921, 0, 0);0.202831789851189;VALID;(0.00769377453252673, 0.0271794479340315, 0.999600946903229);(0.0323209501802921, 0, 0);0.221110373735428;2;1
320650;928;47.51022;(-104.761, 1.096, 6.319);(5.381, 87.942, 358.539);VALID;(-0.000898956321179867, 0.0235366579145193, 0.999722599983215);(0, 0, 0);VALID;(-0.00929168704897165, 0.0198164768517017, 0.999760448932648);(-0.0323209501802921, 0, 0);0.20312836766243;VALID;(0.00749385030940175, 0.027254855260253, 0.999600410461426);(0.0323209501802921, 0, 0);0.222599029541016;2;1
320651;929;47.53907;(-104.664, 1.096, 6.341);(5.445, 88.533, 358.279);VALID;(-0.00132752186618745, 0.0234105233103037, 0.999725043773651);(0, 0, 0);VALID;(-0.00981341209262609, 0.0197793841362, 0.999756217002869);(-0.0323209501802921, 0, 0);0.202390909194946;VALID;(0.00715848198160529, 0.0270396675914526, 0.999608755111694);(0.0323209501802921, 0, 0);0.221158042550087;2;1
320652;929;47.53907;(-104.664, 1.096, 6.341);(5.445, 88.533, 358.279);VALID;(-0.00161004008259624, 0.023353599011898, 0.999725997447968);(0, 0, 0);VALID;(-0.0101068550720811, 0.0198004767298698, 0.999752879142761);(-0.0323209501802921, 0, 0);0.203411385416985;VALID;(0.00688691157847643, 0.0269047394394875, 0.999614298343658);(0.0323209501802921, 0, 0);0.221525982022285;2;1
320653;930;47.56485;(-104.573, 1.096, 6.360);(5.410, 89.123, 358.140);VALID;(-0.00184923503547907, 0.0232548080384731, 0.999727845191956);(0, 0, 0);VALID;(-0.0102466298267245, 0.0196387507021427, 0.99975460767746);(-0.0323209501802921, 0, 0);0.20216192305088;VALID;(0.00654831435531378, 0.0268689226359129, 0.999617516994476);(0.0323209501802921, 0, 0);0.222572430968285;2;1
320654;930;47.56485;(-104.573, 1.096, 6.360);(5.410, 89.123, 358.140);VALID;(-0.0020270545501262, 0.0232545137405396, 0.999727547168732);(0, 0, 0);VALID;(-0.0103084053844213, 0.0196607131510973, 0.999753594398499);(-0.0323209501802921, 0, 0);0.202799394726753;VALID;(0.00625446159392595, 0.0268464181572199, 0.999620020389557);(0.0323209501802921, 0, 0);0.220226898789406;2;1
320655;930;47.56485;(-104.573, 1.096, 6.360);(5.410, 89.123, 358.140);VALID;(-0.00216697761788964, 0.0232534036040306, 0.999727249145508);(0, 0, 0);VALID;(-0.0102894501760602, 0.0197595935314894, 0.999751806259155);(-0.0323209501802921, 0, 0);0.202603861689568;VALID;(0.00595566490665078, 0.0267453975975513, 0.99962455034256);(0.0323209501802921, 0, 0);0.220410391688347;2;1
320656;931;47.58886;(-104.485, 1.096, 6.376);(5.367, 89.648, 358.172);VALID;(-0.0022919150069356, 0.0233560875058174, 0.999724566936493);(0, 0, 0);VALID;(-0.0103351194411516, 0.0199852827936411, 0.999746859073639);(-0.0323209501802921, 0, 0);0.202315717935562;VALID;(0.00575146358460188, 0.0267251133918762, 0.999626278877258);(0.0323209501802921, 0, 0);0.219766691327095;2;1
320657;931;47.58886;(-104.485, 1.096, 6.376);(5.367, 89.648, 358.172);VALID;(-0.00241984962485731, 0.023715702816844, 0.999715805053711);(0, 0, 0);VALID;(-0.0105513734742999, 0.0204150844365358, 0.999735891819);(-0.0323209501802921, 0, 0);0.201999515295029;VALID;(0.00571186002343893, 0.0270144939422607, 0.999618709087372);(0.0323209501802921, 0, 0);0.22082157433033;2;1
320658;932;47.61206;(-104.384, 1.096, 6.394);(5.335, 90.209, 358.203);VALID;(-0.00246318452991545, 0.023945190012455, 0.999710261821747);(0, 0, 0);VALID;(-0.0105644967406988, 0.0205562897026539, 0.999732851982117);(-0.0323209501802921, 0, 0);0.202276274561882;VALID;(0.00563831720501184, 0.0273322444409132, 0.999610483646393);(0.0323209501802921, 0, 0);0.220981121063232;2;1
320659;932;47.61206;(-104.384, 1.096, 6.394);(5.335, 90.209, 358.203);VALID;(-0.00248672184534371, 0.024232629686594, 0.999703228473663);(0, 0, 0);VALID;(-0.0103689087554812, 0.0210484713315964, 0.999724686145782);(-0.0323209501802921, 0, 0);0.202245727181435;VALID;(0.00539564527571201, 0.0274150334298611, 0.999609589576721);(0.0323209501802921, 0, 0);0.220909282565117;2;1
320660;932;47.61206;(-104.384, 1.096, 6.394);(5.335, 90.209, 358.203);VALID;(-0.00245285267010331, 0.0243788994848728, 0.999699771404266);(0, 0, 0);VALID;(-0.0103075010702014, 0.021064406260848, 0.999724984169006);(-0.0323209501802921, 0, 0);0.20239819586277;VALID;(0.0054019745439291, 0.0276916213333607, 0.999601900577545);(0.0323209501802921, 0, 0);0.220698460936546;2;1
320661;933;47.63879;(-104.278, 1.096, 6.410);(5.391, 90.779, 358.079);VALID;(-0.00250679324381053, 0.0247950181365013, 0.999689400196075);(0, 0, 0);VALID;(-0.0104860635474324, 0.0210994333028793, 0.999722361564636);(-0.0323209501802921, 0, 0);0.201815590262413;VALID;(0.00547267124056816, 0.0284886863082647, 0.999579131603241);(0.0323209501802921, 0, 0);0.219999730587006;2;1
320662;933;47.63879;(-104.278, 1.096, 6.410);(5.391, 90.779, 358.079);VALID;(-0.00244207191281021, 0.0251755863428116, 0.999680042266846);(0, 0, 0);VALID;(-0.0103865377604961, 0.0210851449519396, 0.999723732471466);(-0.0323209501802921, 0, 0);0.202151998877525;VALID;(0.0055025895126164, 0.0292640160769224, 0.999556541442871);(0.0323209501802921, 0, 0);0.219736844301224;2;1
320663;933;47.63879;(-104.278, 1.096, 6.410);(5.391, 90.779, 358.079);VALID;(-0.00222586072050035, 0.0257795639336109, 0.999665200710297);(0, 0, 0);VALID;(-0.00999158620834351, 0.0214509349316359, 0.999719977378845);(-0.0323209501802921, 0, 0);0.202342003583908;VALID;(0.00554004078730941, 0.0301061552017927, 0.999531328678131);(0.0323209501802921, 0, 0);0.219811499118805;2;1
320664;934;47.66639;(-104.178, 1.096, 6.424);(5.463, 91.261, 357.972);VALID;(-0.00201325980015099, 0.0262677296996117, 0.999652922153473);(0, 0, 0);VALID;(-0.00960803031921387, 0.0216704420745373, 0.999719023704529);(-0.0323209501802921, 0, 0);0.201960921287537;VALID;(0.00558166950941086, 0.0308629479259253, 0.999508023262024);(0.0323209501802921, 0, 0);0.21968337893486;2;1
320665;934;47.66639;(-104.178, 1.096, 6.424);(5.463, 91.261, 357.972);VALID;(-0.00171537592541426, 0.0267930682748556, 0.999639511108398);(0, 0, 0);VALID;(-0.00909469462931156, 0.0220230333507061, 0.999716103076935);(-0.0323209501802921, 0, 0);0.202409565448761;VALID;(0.00566407525911927, 0.0315610356628895, 0.999485790729523);(0.0323209501802921, 0, 0);0.220094963908196;2;1
320666;935;47.69271;(-104.085, 1.096, 6.436);(5.531, 91.560, 357.904);VALID;(-0.00125848490279168, 0.027065085247159, 0.999632894992828);(0, 0, 0);VALID;(-0.00861533172428608, 0.0221901498734951, 0.999716639518738);(-0.0323209501802921, 0, 0);0.201791867613792;VALID;(0.0060984599404037, 0.031937912106514, 0.999471247196198);(0.0323209501802921, 0, 0);0.218900918960571;2;1
320667;935;47.69271;(-104.085, 1.096, 6.436);(5.531, 91.560, 357.904);VALID;(-0.00112989195622504, 0.0275782272219658, 0.999619007110596);(0, 0, 0);VALID;(-0.00815059617161751, 0.0223527383059263, 0.999716937541962);(-0.0323209501802921, 0, 0);0.201901733875275;VALID;(0.00589089840650558, 0.0328016057610512, 0.999444544315338);(0.0323209501802921, 0, 0);0.218483626842499;2;1
320668;935;47.69271;(-104.085, 1.096, 6.436);(5.531, 91.560, 357.904);VALID;(-0.00129067851230502, 0.0281636491417885, 0.999602496623993);(0, 0, 0);VALID;(-0.00829404313117266, 0.0230360291898251, 0.999700248241425);(-0.0323209501802921, 0, 0);0.202630817890167;VALID;(0.00571278389543295, 0.0332891494035721, 0.99942946434021);(0.0323209501802921, 0, 0);0.219359904527664;2;1
320669;936;47.7171;(-103.978, 1.096, 6.449);(5.563, 91.838, 357.920);VALID;(-0.00133348081726581, 0.0286071617156267, 0.999589860439301);(0, 0, 0);VALID;(-0.00830318406224251, 0.0231534745544195, 0.99969744682312);(-0.0323209501802921, 0, 0);0.201149523258209;VALID;(0.0056363265030086, 0.0340586081147194, 0.999403953552246);(0.0323209501802921, 0, 0);0.218515977263451;2;1
320670;936;47.7171;(-103.978, 1.096, 6.449);(5.563, 91.838, 357.920);VALID;(-0.0012855677632615, 0.029248608276248, 0.999571323394775);(0, 0, 0);VALID;(-0.00815410166978836, 0.0236799996346235, 0.999686360359192);(-0.0323209501802921, 0, 0);0.20267690718174;VALID;(0.00558306695893407, 0.0348149314522743, 0.999378204345703);(0.0323209501802921, 0, 0);0.21898452937603;2;1
320671;937;47.74501;(-103.861, 1.096, 6.463);(5.614, 92.086, 357.867);VALID;(-0.00136787386145443, 0.0297404564917088, 0.999556720256805);(0, 0, 0);VALID;(-0.00826932676136494, 0.0240519903600216, 0.999676525592804);(-0.0323209501802921, 0, 0);0.204094722867012;VALID;(0.00553368823602796, 0.0354265421628952, 0.999356985092163);(0.0323209501802921, 0, 0);0.218897089362144;2;1
320672;937;47.74501;(-103.861, 1.096, 6.463);(5.614, 92.086, 357.867);VALID;(-0.00115993001963943, 0.0301733110100031, 0.999544024467468);(0, 0, 0);VALID;(-0.00782360043376684, 0.0244160238653421, 0.999671280384064);(-0.0323209501802921, 0, 0);0.202882647514343;VALID;(0.00550383003428578, 0.0359282568097115, 0.99933922290802);(0.0323209501802921, 0, 0);0.218948766589165;2;1
320673;937;47.74501;(-103.861, 1.096, 6.463);(5.614, 92.086, 357.867);VALID;(-0.00103655748534948, 0.0305771138519049, 0.999531865119934);(0, 0, 0);VALID;(-0.00748561974614859, 0.0247982237488031, 0.999664425849915);(-0.0323209501802921, 0, 0);0.201424613595009;VALID;(0.00541258230805397, 0.0363537110388279, 0.999324321746826);(0.0323209501802921, 0, 0);0.219056516885757;2;1
320674;937;47.74501;(-103.861, 1.096, 6.463);(5.614, 92.086, 357.867);VALID;(-0.000878456339705735, 0.0309225376695395, 0.999521374702454);(0, 0, 0);VALID;(-0.00713304011151195, 0.0251435879617929, 0.999658405780792);(-0.0323209501802921, 0, 0);0.201240718364716;VALID;(0.00537619087845087, 0.0366992428898811, 0.999311923980713);(0.0323209501802921, 0, 0);0.219093024730682;2;1
320675;938;47.7757;(-103.756, 1.096, 6.475);(5.610, 92.274, 357.675);VALID;(-0.000751938088797033, 0.0312874764204025, 0.999510169029236);(0, 0, 0);VALID;(-0.00681568216532469, 0.025571072474122, 0.9996497631073);(-0.0323209501802921, 0, 0);0.201281502842903;VALID;(0.00531185837462544, 0.0370017029345036, 0.999301075935364);(0.0323209501802921, 0, 0);0.219093024730682;2;1
320676;938;47.7757;(-103.756, 1.096, 6.475);(5.610, 92.274, 357.675);VALID;(-0.000728778832126409, 0.0316273756325245, 0.999499440193176);(0, 0, 0);VALID;(-0.0068339966237545, 0.0260743293911219, 0.999636650085449);(-0.0323209501802921, 0, 0);0.201650872826576;VALID;(0.00537648890167475, 0.0371782705187798, 0.99929416179657);(0.0323209501802921, 0, 0);0.219962075352669;2;1
320677;939;47.80311;(-103.647, 1.096, 6.487);(5.559, 92.484, 357.499);VALID;(-0.000804168812464923, 0.0319194756448269, 0.999490141868591);(0, 0, 0);VALID;(-0.0068564722314477, 0.0264964587986469, 0.999625384807587);(-0.0323209501802921, 0, 0);0.201792165637016;VALID;(0.00524818757548928, 0.0373403839766979, 0.99928879737854);(0.0323209501802921, 0, 0);0.219399482011795;2;1
320678;939;47.80311;(-103.647, 1.096, 6.487);(5.559, 92.484, 357.499);VALID;(-0.000944178085774183, 0.0323658473789692, 0.999475657939911);(0, 0, 0);VALID;(-0.00693567469716072, 0.0275073107331991, 0.999597549438477);(-0.0323209501802921, 0, 0);0.201874196529388;VALID;(0.00504737487062812, 0.0372224599123001, 0.999294281005859);(0.0323209501802921, 0, 0);0.219703182578087;2;1
320679;939;47.80311;(-103.647, 1.096, 6.487);(5.559, 92.484, 357.499);VALID;(-0.00103481148835272, 0.0326068811118603, 0.999467730522156);(0, 0, 0);VALID;(-0.00706889014691114, 0.0279346723109484, 0.99958473443985);(-0.0323209501802921, 0, 0);0.201457411050797;VALID;(0.00499932747334242, 0.0372771918773651, 0.999292433261871);(0.0323209501802921, 0, 0);0.219272911548615;2;1
320680;940;47.83175;(-103.530, 1.096, 6.500);(5.546, 92.644, 357.366);VALID;(-0.00110512983519584, 0.0330794304609299, 0.999452114105225);(0, 0, 0);VALID;(-0.00697811087593436, 0.0284698754549026, 0.999570310115814);(-0.0323209501802921, 0, 0);0.202649906277657;VALID;(0.00476791290566325, 0.0376871414482594, 0.99927818775177);(0.0323209501802921, 0, 0);0.218026578426361;2;1
320681;940;47.83175;(-103.530, 1.096, 6.500);(5.546, 92.644, 357.366);VALID;(-0.00121280341409147, 0.033416673541069, 0.999440789222717);(0, 0, 0);VALID;(-0.0069664129987359, 0.0287659652531147, 0.999561905860901);(-0.0323209501802921, 0, 0);0.201896712183952;VALID;(0.00454087276011705, 0.0380655527114868, 0.99926495552063);(0.0323209501802921, 0, 0);0.217907875776291;2;1
320682;940;47.83175;(-103.530, 1.096, 6.500);(5.546, 92.644, 357.366);VALID;(-0.00129050074610859, 0.0337733775377274, 0.999428689479828);(0, 0, 0);VALID;(-0.00697886850684881, 0.0291990004479885, 0.999549269676209);(-0.0323209501802921, 0, 0);0.202159583568573;VALID;(0.00439793569967151, 0.038345955312252, 0.999254822731018);(0.0323209501802921, 0, 0);0.217758014798164;2;1
320683;941;47.86264;(-103.428, 1.096, 6.512);(5.542, 92.776, 357.360);VALID;(-0.00113798771053553, 0.0341406241059303, 0.999416410923004);(0, 0, 0);VALID;(-0.00707240169867873, 0.0295194480568171, 0.999539196491241);(-0.0323209501802921, 0, 0);0.201814070343971;VALID;(0.00479649053886533, 0.0387598648667336, 0.999237060546875);(0.0323209501802921, 0, 0);0.219479873776436;2;1
