UnixTimeSeconds;Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability;FocusName;EmperorsRating - UnixTimeSeconds;RatingHand;CurrentRotation;CurrentHumanReadableRotation
1719398964;773996;1000175216081969207;63855002964057;(-0.614, 0.787, 1.666);(-0.010, 0.912, -0.011, -0.411);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
1719398964;774012;1000175216161994331;63855002964065;(-0.614, 0.787, 1.666);(-0.010, 0.912, -0.011, -0.411);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
1719398964;774036;1000175216284013338;63855002964065;(-0.614, 0.787, 1.666);(-0.010, 0.912, -0.011, -0.411);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
1719398964;774056;1000175216384157882;63855002964065;(-0.614, 0.787, 1.666);(-0.010, 0.912, -0.011, -0.411);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
1719398964;774076;1000175216483375232;63855002964065;(-0.614, 0.787, 1.666);(-0.010, 0.912, -0.011, -0.411);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
1719398964;774096;1000175216583509706;63855002964364;(-0.613, 0.787, 1.665);(-0.010, 0.911, -0.010, -0.412);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
1719398964;774116;1000175216683067251;63855002964365;(-0.613, 0.787, 1.665);(-0.010, 0.911, -0.010, -0.412);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
1719398964;774136;1000175216782859571;63855002964365;(-0.613, 0.787, 1.665);(-0.010, 0.911, -0.010, -0.412);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
1719398964;774156;1000175216882778801;63855002964537;(-0.613, 0.786, 1.666);(-0.010, 0.912, -0.011, -0.410);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
1719398964;774176;1000175216982780770;63855002964537;(-0.613, 0.786, 1.666);(-0.010, 0.912, -0.011, -0.410);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
1719398964;774196;1000175217082786746;63855002964747;(-0.614, 0.787, 1.666);(-0.009, 0.912, -0.011, -0.411);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
1719398964;774216;1000175217182795545;63855002964747;(-0.614, 0.787, 1.666);(-0.009, 0.912, -0.011, -0.411);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
1719398964;774236;1000175217282865628;63855002964959;(-0.614, 0.787, 1.666);(-0.010, 0.912, -0.011, -0.410);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
1719398964;774256;1000175217382873669;63855002964959;(-0.614, 0.787, 1.666);(-0.010, 0.912, -0.011, -0.410);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
1719398965;774276;1000175217482887117;63855002965170;(-0.613, 0.787, 1.666);(-0.010, 0.912, -0.011, -0.411);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
1719398965;774296;1000175217582896656;63855002965171;(-0.613, 0.787, 1.666);(-0.010, 0.912, -0.011, -0.411);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
1719398965;774316;1000175217682899385;63855002965388;(-0.614, 0.787, 1.666);(-0.010, 0.912, -0.011, -0.411);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
1719398965;774336;1000175217782916626;63855002965389;(-0.614, 0.787, 1.666);(-0.010, 0.912, -0.011, -0.411);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
1719398965;774356;1000175217882939661;63855002965389;(-0.614, 0.787, 1.666);(-0.010, 0.912, -0.011, -0.411);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
1719398965;774376;1000175217983021151;63855002965816;(-0.614, 0.787, 1.666);(-0.010, 0.912, -0.011, -0.411);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
1719398965;774396;1000175218083028477;63855002965816;(-0.614, 0.787, 1.666);(-0.010, 0.912, -0.011, -0.411);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
1719398965;774416;1000175218183048764;63855002965816;(-0.614, 0.787, 1.666);(-0.010, 0.912, -0.011, -0.411);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
1719398965;774436;1000175218283072989;63855002965817;(-0.614, 0.787, 1.666);(-0.010, 0.912, -0.011, -0.411);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
1719398966;774456;1000175218383153864;63855002966023;(-0.614, 0.787, 1.666);(-0.010, 0.912, -0.012, -0.410);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
1719398966;774476;1000175218483163445;63855002966023;(-0.614, 0.787, 1.666);(-0.010, 0.912, -0.012, -0.410);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
1719398966;774496;1000175218583185154;63855002966232;(-0.614, 0.787, 1.666);(-0.010, 0.912, -0.011, -0.410);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
1719398966;774516;1000175218683209728;63855002966232;(-0.614, 0.787, 1.666);(-0.010, 0.912, -0.011, -0.410);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
1719398966;774536;1000175218783225642;63855002966443;(-0.614, 0.787, 1.666);(-0.010, 0.912, -0.012, -0.410);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
1719398966;774556;1000175218883244748;63855002966443;(-0.614, 0.787, 1.666);(-0.010, 0.912, -0.012, -0.410);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
1719398966;774576;1000175218983272247;63855002966806;(-0.614, 0.787, 1.666);(-0.010, 0.912, -0.011, -0.411);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
1719398966;774596;1000175219083364371;63855002966807;(-0.614, 0.787, 1.666);(-0.010, 0.912, -0.011, -0.411);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
1719398966;774616;1000175219183383032;63855002966807;(-0.614, 0.787, 1.666);(-0.010, 0.912, -0.011, -0.411);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
1719398966;774636;1000175219283403155;63855002966807;(-0.614, 0.787, 1.666);(-0.010, 0.912, -0.011, -0.411);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
1719398966;774656;1000175219383426521;63855002966922;(-0.614, 0.787, 1.666);(-0.010, 0.912, -0.012, -0.411);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
1719398966;774676;1000175219483517596;63855002966979;(-0.613, 0.787, 1.666);(-0.010, 0.911, -0.011, -0.411);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
1719398967;774696;1000175219583537909;63855002967114;(-0.614, 0.787, 1.666);(-0.010, 0.912, -0.012, -0.411);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
1719398967;774716;1000175219683558631;63855002967253;(-0.614, 0.787, 1.666);(-0.010, 0.912, -0.011, -0.411);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
1719398967;774736;1000175219783646086;63855002967297;(-0.614, 0.787, 1.666);(-0.010, 0.912, -0.012, -0.411);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
1719398967;774756;1000175219883667301;63855002967399;(-0.614, 0.787, 1.666);(-0.010, 0.912, -0.011, -0.411);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
1719398967;774776;1000175219983691339;63855002967500;(-0.614, 0.787, 1.666);(-0.010, 0.912, -0.011, -0.410);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
1719398967;774796;1000175220083714538;63855002967599;(-0.614, 0.787, 1.666);(-0.010, 0.912, -0.011, -0.411);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
1719398967;774816;1000175220183797482;63855002967702;(-0.614, 0.787, 1.666);(-0.010, 0.912, -0.011, -0.411);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
1719398967;774836;1000175220283819543;63855002967802;(-0.614, 0.787, 1.666);(-0.010, 0.912, -0.011, -0.411);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0;Right;(0.000, 0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
