Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability
363197;1000948766389702334;63852428647550;(0.047, 1.282, -0.041);(0.063, -0.160, 0.023, 0.985);VALID;(0.070, -0.266, 0.962);(0.000, 0.000, 0.000);71.375;VALID;(0.081, -0.252, 0.964);(-0.035, 0.000, 0.000);0.237;2.923;12.328;VALID;(0.063, -0.266, 0.962);(0.035, 0.000, 0.000);0.352;4.399;12.505;2;0;NULL
363198;1000948766394702919;63852428647550;(0.047, 1.282, -0.041);(0.063, -0.160, 0.023, 0.985);VALID;(0.073, -0.262, 0.962);(0.000, 0.000, 0.000);71.375;VALID;(0.081, -0.250, 0.965);(-0.035, 0.000, 0.000);0.237;2.917;12.328;VALID;(0.069, -0.262, 0.963);(0.035, 0.000, 0.000);0.353;4.417;12.505;2;0;NULL
363199;1000948766399703503;63852428647551;(0.047, 1.282, -0.041);(0.063, -0.160, 0.023, 0.985);VALID;(0.076, -0.258, 0.963);(0.000, 0.000, 0.000);71.375;VALID;(0.082, -0.249, 0.965);(-0.035, 0.000, 0.000);0.236;2.912;12.328;VALID;(0.073, -0.258, 0.963);(0.035, 0.000, 0.000);0.354;4.430;12.505;2;0;NULL
363200;1000948766404704087;63852428647551;(0.047, 1.282, -0.041);(0.063, -0.160, 0.023, 0.985);VALID;(0.078, -0.254, 0.964);(0.000, 0.000, 0.000);71.375;VALID;(0.082, -0.247, 0.965);(-0.035, 0.000, 0.000);0.236;2.909;12.328;VALID;(0.076, -0.254, 0.964);(0.035, 0.000, 0.000);0.355;4.443;12.505;2;0;NULL
363201;1000948766409704670;63852428647551;(0.047, 1.282, -0.041);(0.063, -0.160, 0.023, 0.985);VALID;(0.080, -0.251, 0.965);(0.000, 0.000, 0.000);71.375;VALID;(0.083, -0.246, 0.966);(-0.035, 0.000, 0.000);0.236;2.907;12.328;VALID;(0.079, -0.251, 0.965);(0.035, 0.000, 0.000);0.356;4.451;12.505;2;0;NULL
363202;1000948766414705252;63852428647551;(0.047, 1.282, -0.041);(0.063, -0.160, 0.023, 0.985);VALID;(0.082, -0.248, 0.965);(0.000, 0.000, 0.000);71.375;VALID;(0.083, -0.245, 0.966);(-0.035, 0.000, 0.000);0.236;2.906;12.328;VALID;(0.081, -0.248, 0.965);(0.035, 0.000, 0.000);0.356;4.456;12.505;2;0.004341898;NULL
363203;1000948766419705914;63852428647551;(0.047, 1.282, -0.041);(0.063, -0.160, 0.023, 0.985);VALID;(0.083, -0.246, 0.966);(0.000, 0.000, 0.000);71.375;VALID;(0.084, -0.245, 0.966);(-0.035, 0.000, 0.000);0.236;2.906;12.328;VALID;(0.083, -0.246, 0.966);(0.035, 0.000, 0.000);0.357;4.460;12.505;2;0.06626795;NULL
363204;1000948766424706709;63852428647551;(0.047, 1.282, -0.041);(0.063, -0.160, 0.023, 0.985);VALID;(0.084, -0.244, 0.966);(0.000, 0.000, 0.000);71.375;VALID;(0.084, -0.244, 0.966);(-0.035, 0.000, 0.000);0.236;2.905;12.328;VALID;(0.084, -0.244, 0.966);(0.035, 0.000, 0.000);0.357;4.460;12.505;2;0.072248;NULL
363205;1000948766429707637;63852428647551;(0.047, 1.282, -0.041);(0.063, -0.160, 0.023, 0.985);VALID;(0.085, -0.243, 0.966);(0.000, 0.000, 0.000);71.375;VALID;(0.085, -0.244, 0.966);(-0.035, 0.000, 0.000);0.236;2.904;12.328;VALID;(0.085, -0.243, 0.966);(0.035, 0.000, 0.000);0.357;4.460;12.505;2;0.1306957;NULL
363206;1000948766434714233;63852428647551;(0.047, 1.282, -0.041);(0.063, -0.160, 0.023, 0.985);VALID;(0.086, -0.241, 0.967);(0.000, 0.000, 0.000);71.375;VALID;(0.085, -0.243, 0.966);(-0.035, 0.000, 0.000);0.235;2.899;12.328;VALID;(0.086, -0.241, 0.967);(0.035, 0.000, 0.000);0.357;4.458;12.505;2;0.2563794;NULL
