Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability
2177048;1000010945093482944;63851479231473;(-0.379, 0.826, 0.398);(0.016, -0.834, 0.013, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177068;1000010945193416105;63851479231683;(-0.379, 0.826, 0.399);(0.016, -0.834, 0.013, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177088;1000010945293362280;63851479231683;(-0.379, 0.826, 0.399);(0.016, -0.834, 0.013, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177108;1000010945393312468;63851479231904;(-0.379, 0.826, 0.398);(0.016, -0.834, 0.013, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177128;1000010945493265858;63851479231904;(-0.379, 0.826, 0.398);(0.016, -0.834, 0.013, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177148;1000010945593230941;63851479232116;(-0.379, 0.826, 0.398);(0.016, -0.834, 0.012, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177168;1000010945693198543;63851479232116;(-0.379, 0.826, 0.398);(0.016, -0.834, 0.012, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177188;1000010945793168496;63851479232323;(-0.379, 0.825, 0.398);(0.016, -0.834, 0.013, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177208;1000010945893140454;63851479232323;(-0.379, 0.825, 0.398);(0.016, -0.834, 0.013, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177228;1000010945993123049;63851479232532;(-0.379, 0.826, 0.398);(0.016, -0.834, 0.012, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177248;1000010946093106984;63851479232532;(-0.379, 0.826, 0.398);(0.016, -0.834, 0.012, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177268;1000010946193092062;63851479232900;(-0.379, 0.825, 0.398);(0.016, -0.834, 0.013, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177288;1000010946293086477;63851479232900;(-0.379, 0.825, 0.398);(0.016, -0.834, 0.013, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177308;1000010946393081493;63851479232900;(-0.379, 0.825, 0.398);(0.016, -0.834, 0.013, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177328;1000010946493076924;63851479232900;(-0.379, 0.825, 0.398);(0.016, -0.834, 0.013, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177348;1000010946593133483;63851479232964;(-0.379, 0.826, 0.398);(0.016, -0.834, 0.013, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177368;1000010946693151484;63851479233076;(-0.379, 0.826, 0.398);(0.016, -0.834, 0.013, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177388;1000010946793168454;63851479233166;(-0.379, 0.826, 0.398);(0.015, -0.834, 0.013, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177408;1000010946893180935;63851479233253;(-0.379, 0.826, 0.398);(0.016, -0.834, 0.013, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177428;1000010946993254383;63851479233395;(-0.379, 0.826, 0.398);(0.015, -0.834, 0.012, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177448;1000010947093293812;63851479233473;(-0.379, 0.826, 0.398);(0.015, -0.834, 0.013, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177468;1000010947193305417;63851479233573;(-0.379, 0.826, 0.398);(0.015, -0.834, 0.012, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177488;1000010947293387676;63851479233674;(-0.379, 0.826, 0.398);(0.015, -0.834, 0.012, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177508;1000010947393425474;63851479233773;(-0.379, 0.826, 0.398);(0.016, -0.834, 0.012, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177528;1000010947493443818;63851479233876;(-0.379, 0.826, 0.399);(0.015, -0.834, 0.012, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177548;1000010947593459797;63851479233976;(-0.379, 0.826, 0.398);(0.015, -0.834, 0.012, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177568;1000010947693528269;63851479234075;(-0.379, 0.826, 0.398);(0.015, -0.834, 0.012, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177588;1000010947793563697;63851479234162;(-0.379, 0.826, 0.398);(0.015, -0.834, 0.012, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177608;1000010947893590490;63851479234279;(-0.379, 0.826, 0.398);(0.015, -0.834, 0.012, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177628;1000010947993663761;63851479234378;(-0.379, 0.826, 0.398);(0.015, -0.834, 0.012, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177648;1000010948093731897;63851479234478;(-0.379, 0.826, 0.399);(0.016, -0.834, 0.012, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177668;1000010948193757206;63851479234586;(-0.379, 0.826, 0.398);(0.016, -0.834, 0.012, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177688;1000010948293780746;63851479234655;(-0.379, 0.826, 0.398);(0.015, -0.834, 0.012, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177708;1000010948393830370;63851479234788;(-0.379, 0.826, 0.399);(0.015, -0.834, 0.013, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177728;1000010948493858268;63851479234886;(-0.379, 0.826, 0.399);(0.015, -0.834, 0.012, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177748;1000010948593885175;63851479234985;(-0.379, 0.826, 0.398);(0.016, -0.834, 0.013, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177768;1000010948693954587;63851479235085;(-0.379, 0.826, 0.398);(0.015, -0.834, 0.012, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177788;1000010948793988211;63851479235156;(-0.379, 0.826, 0.398);(0.016, -0.834, 0.013, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177808;1000010948894017379;63851479235285;(-0.379, 0.826, 0.398);(0.015, -0.834, 0.013, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177828;1000010948994088524;63851479235385;(-0.379, 0.826, 0.398);(0.015, -0.834, 0.013, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177848;1000010949094121875;63851479235484;(-0.379, 0.826, 0.398);(0.015, -0.834, 0.013, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177868;1000010949194160041;63851479235586;(-0.379, 0.826, 0.398);(0.015, -0.834, 0.013, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177888;1000010949294188848;63851479235686;(-0.379, 0.826, 0.398);(0.015, -0.834, 0.012, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177908;1000010949394242408;63851479235788;(-0.379, 0.826, 0.398);(0.016, -0.834, 0.012, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177928;1000010949494276266;63851479235887;(-0.379, 0.825, 0.398);(0.015, -0.834, 0.012, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177948;1000010949594307448;63851479235955;(-0.379, 0.825, 0.398);(0.016, -0.834, 0.012, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177968;1000010949694360187;63851479236087;(-0.379, 0.826, 0.398);(0.015, -0.833, 0.013, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2177988;1000010949794396016;63851479236187;(-0.379, 0.826, 0.398);(0.015, -0.834, 0.013, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178008;1000010949894431080;63851479236286;(-0.379, 0.825, 0.398);(0.015, -0.834, 0.013, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178028;1000010949994461740;63851479236385;(-0.379, 0.825, 0.398);(0.015, -0.834, 0.013, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178048;1000010950094508588;63851479236486;(-0.379, 0.825, 0.398);(0.015, -0.834, 0.013, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178068;1000010950194543487;63851479236586;(-0.379, 0.825, 0.398);(0.015, -0.834, 0.013, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178088;1000010950294576123;63851479236687;(-0.379, 0.826, 0.398);(0.015, -0.834, 0.013, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178108;1000010950394625735;63851479236788;(-0.379, 0.826, 0.398);(0.015, -0.834, 0.013, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178128;1000010950494662537;63851479236887;(-0.379, 0.826, 0.398);(0.015, -0.834, 0.013, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178148;1000010950594696647;63851479236988;(-0.379, 0.825, 0.398);(0.016, -0.834, 0.013, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178168;1000010950694765549;63851479237056;(-0.379, 0.825, 0.398);(0.015, -0.834, 0.013, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178188;1000010950794803707;63851479237189;(-0.379, 0.826, 0.398);(0.015, -0.834, 0.013, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178208;1000010950894839041;63851479237256;(-0.379, 0.826, 0.399);(0.016, -0.834, 0.013, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178228;1000010950994873482;63851479237386;(-0.379, 0.826, 0.398);(0.016, -0.834, 0.013, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178248;1000010951094913365;63851479237487;(-0.379, 0.826, 0.399);(0.015, -0.834, 0.013, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178268;1000010951194950671;63851479237586;(-0.379, 0.826, 0.398);(0.015, -0.834, 0.013, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178288;1000010951294985064;63851479237688;(-0.379, 0.826, 0.399);(0.015, -0.834, 0.013, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178307;1000010951390029788;63851479237755;(-0.379, 0.826, 0.399);(0.016, -0.834, 0.013, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178327;1000010951490068360;63851479237855;(-0.379, 0.826, 0.399);(0.016, -0.834, 0.013, 0.552);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178347;1000010951590104027;63851479237955;(-0.379, 0.826, 0.398);(0.015, -0.832, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178367;1000010951690138069;63851479238056;(-0.379, 0.825, 0.398);(0.015, -0.833, 0.015, 0.553);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178387;1000010951790177687;63851479238154;(-0.379, 0.825, 0.398);(0.015, -0.833, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178407;1000010951890215087;63851479238254;(-0.379, 0.825, 0.398);(0.015, -0.833, 0.013, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178427;1000010951990251081;63851479238354;(-0.379, 0.825, 0.398);(0.016, -0.832, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178447;1000010952090304101;63851479238455;(-0.379, 0.825, 0.398);(0.016, -0.833, 0.013, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178467;1000010952190343081;63851479238556;(-0.379, 0.825, 0.398);(0.015, -0.832, 0.013, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178487;1000010952290378961;63851479238655;(-0.379, 0.825, 0.398);(0.015, -0.832, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178507;1000010952390412934;63851479238754;(-0.379, 0.825, 0.398);(0.016, -0.832, 0.013, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178527;1000010952490460002;63851479238855;(-0.379, 0.825, 0.398);(0.015, -0.832, 0.013, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178547;1000010952590497160;63851479238956;(-0.379, 0.825, 0.398);(0.015, -0.833, 0.013, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178567;1000010952690532225;63851479239055;(-0.379, 0.825, 0.398);(0.016, -0.832, 0.013, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178587;1000010952790573359;63851479239155;(-0.379, 0.825, 0.398);(0.016, -0.832, 0.013, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178607;1000010952890612053;63851479239256;(-0.379, 0.825, 0.398);(0.016, -0.833, 0.013, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178627;1000010952990648089;63851479239354;(-0.379, 0.825, 0.398);(0.015, -0.832, 0.013, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178647;1000010953090694875;63851479239454;(-0.379, 0.825, 0.398);(0.016, -0.832, 0.013, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178667;1000010953190734133;63851479239555;(-0.379, 0.825, 0.398);(0.016, -0.832, 0.013, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178687;1000010953290771170;63851479239653;(-0.379, 0.825, 0.398);(0.015, -0.832, 0.013, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178707;1000010953390805814;63851479239754;(-0.379, 0.825, 0.398);(0.016, -0.832, 0.013, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178727;1000010953490846783;63851479239855;(-0.379, 0.825, 0.398);(0.016, -0.832, 0.013, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178747;1000010953590885558;63851479239955;(-0.379, 0.825, 0.398);(0.016, -0.832, 0.013, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178767;1000010953690921127;63851479240056;(-0.379, 0.825, 0.398);(0.016, -0.832, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178787;1000010953790966501;63851479240156;(-0.379, 0.825, 0.398);(0.016, -0.832, 0.013, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178807;1000010953891005489;63851479240256;(-0.379, 0.825, 0.398);(0.016, -0.832, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178827;1000010953991042723;63851479240354;(-0.379, 0.825, 0.398);(0.016, -0.833, 0.013, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178847;1000010954091077310;63851479240455;(-0.379, 0.825, 0.398);(0.016, -0.833, 0.013, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178867;1000010954191117851;63851479240555;(-0.379, 0.825, 0.398);(0.016, -0.832, 0.013, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178887;1000010954291155557;63851479240655;(-0.379, 0.825, 0.398);(0.016, -0.832, 0.013, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178907;1000010954391191722;63851479240756;(-0.379, 0.825, 0.398);(0.016, -0.832, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178927;1000010954491233669;63851479240855;(-0.379, 0.825, 0.398);(0.016, -0.832, 0.013, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178947;1000010954591272807;63851479240955;(-0.379, 0.825, 0.398);(0.016, -0.832, 0.013, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178967;1000010954691309739;63851479241055;(-0.379, 0.825, 0.398);(0.016, -0.832, 0.013, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2178987;1000010954791360172;63851479241155;(-0.379, 0.825, 0.398);(0.016, -0.832, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179007;1000010954891401662;63851479241255;(-0.379, 0.825, 0.398);(0.016, -0.832, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179027;1000010954991439805;63851479241355;(-0.379, 0.825, 0.398);(0.016, -0.832, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179047;1000010955091475896;63851479241453;(-0.379, 0.825, 0.398);(0.016, -0.832, 0.013, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179067;1000010955191517807;63851479241554;(-0.379, 0.825, 0.398);(0.016, -0.832, 0.013, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179087;1000010955291556422;63851479241655;(-0.379, 0.825, 0.398);(0.016, -0.832, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179107;1000010955391592612;63851479241755;(-0.379, 0.825, 0.398);(0.016, -0.832, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179127;1000010955491640371;63851479241854;(-0.379, 0.825, 0.398);(0.016, -0.833, 0.013, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179147;1000010955591679667;63851479241955;(-0.379, 0.825, 0.398);(0.016, -0.833, 0.013, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179167;1000010955691717008;63851479242054;(-0.379, 0.825, 0.398);(0.016, -0.833, 0.013, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179187;1000010955791751962;63851479242155;(-0.379, 0.824, 0.398);(0.016, -0.833, 0.013, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179207;1000010955891793228;63851479242255;(-0.379, 0.825, 0.398);(0.016, -0.833, 0.013, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179227;1000010955991832400;63851479242358;(-0.379, 0.825, 0.398);(0.016, -0.833, 0.013, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179247;1000010956091868453;63851479242454;(-0.379, 0.825, 0.398);(0.016, -0.832, 0.013, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179267;1000010956191910208;63851479242553;(-0.379, 0.825, 0.398);(0.016, -0.832, 0.013, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179287;1000010956291949703;63851479242655;(-0.379, 0.825, 0.398);(0.016, -0.833, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179307;1000010956391986325;63851479242755;(-0.379, 0.825, 0.398);(0.016, -0.833, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179327;1000010956492040150;63851479242855;(-0.379, 0.825, 0.398);(0.016, -0.833, 0.013, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179347;1000010956592079779;63851479242955;(-0.379, 0.825, 0.398);(0.016, -0.833, 0.013, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179367;1000010956692117243;63851479243055;(-0.379, 0.825, 0.398);(0.016, -0.832, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179387;1000010956792152547;63851479243155;(-0.379, 0.825, 0.398);(0.016, -0.833, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179407;1000010956892193543;63851479243256;(-0.379, 0.825, 0.398);(0.016, -0.833, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179427;1000010956992232677;63851479243356;(-0.379, 0.825, 0.398);(0.016, -0.832, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179447;1000010957092269030;63851479243454;(-0.379, 0.825, 0.398);(0.016, -0.832, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179467;1000010957192311494;63851479243554;(-0.379, 0.825, 0.398);(0.016, -0.832, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179487;1000010957292351020;63851479243653;(-0.379, 0.825, 0.398);(0.016, -0.833, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179507;1000010957392388006;63851479243755;(-0.379, 0.825, 0.398);(0.016, -0.833, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179527;1000010957492422810;63851479243854;(-0.379, 0.825, 0.398);(0.016, -0.832, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179547;1000010957592463815;63851479243955;(-0.379, 0.825, 0.398);(0.016, -0.833, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179567;1000010957692503434;63851479244055;(-0.379, 0.825, 0.398);(0.016, -0.833, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179587;1000010957792541310;63851479244155;(-0.379, 0.825, 0.398);(0.016, -0.833, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179607;1000010957892583213;63851479244255;(-0.379, 0.825, 0.398);(0.016, -0.833, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179627;1000010957992622122;63851479244354;(-0.379, 0.825, 0.398);(0.016, -0.833, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179647;1000010958092658774;63851479244453;(-0.379, 0.825, 0.398);(0.016, -0.833, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179667;1000010958192693306;63851479244553;(-0.379, 0.825, 0.398);(0.016, -0.833, 0.013, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179687;1000010958292734004;63851479244687;(-0.379, 0.825, 0.398);(0.016, -0.832, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179707;1000010958392772499;63851479244754;(-0.379, 0.825, 0.398);(0.016, -0.833, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179727;1000010958492808161;63851479244855;(-0.379, 0.825, 0.398);(0.016, -0.832, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179747;1000010958592849578;63851479244956;(-0.379, 0.825, 0.398);(0.016, -0.833, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179767;1000010958692888724;63851479245055;(-0.379, 0.825, 0.398);(0.016, -0.832, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179787;1000010958792925396;63851479245155;(-0.379, 0.825, 0.398);(0.016, -0.833, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179807;1000010958892968224;63851479245254;(-0.379, 0.825, 0.398);(0.016, -0.833, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179827;1000010958993008633;63851479245355;(-0.379, 0.825, 0.398);(0.016, -0.833, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179847;1000010959093046001;63851479245455;(-0.379, 0.825, 0.398);(0.016, -0.833, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179867;1000010959193082326;63851479245587;(-0.379, 0.825, 0.398);(0.016, -0.833, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179887;1000010959293124067;63851479245654;(-0.379, 0.825, 0.398);(0.016, -0.833, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179907;1000010959393162524;63851479245754;(-0.379, 0.825, 0.398);(0.016, -0.833, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179927;1000010959493198573;63851479245854;(-0.379, 0.825, 0.398);(0.016, -0.833, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
2179947;1000010959593240753;63851479245954;(-0.379, 0.825, 0.398);(0.016, -0.833, 0.012, 0.554);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
