FrameVarjo;UnityFrame;ExperimentTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftEyePupilSize;RightEyeStatus;RightEyeForward;RightEyePosition;RightEyePupilSize;FocusDistance;FocusStability
139470;1405;42.8849;(0.063, 1.234, -1.525);(11.425, 30.018, 2.199);VALID;(0.236626982688904, -0.00861130189150572, 0.971562385559082);(0, 0, 0);VALID;(0.260747015476227, -0.00850811973214149, 0.965369641780853);(-0.0323680005967617, 0, 0);0.137372821569443;VALID;(0.212360218167305, -0.0087091438472271, 0.977152645587921);(0.0323680005967617, 0, 0);0.152741357684135;2;0
139471;1406;42.90235;(0.063, 1.234, -1.525);(11.454, 30.005, 2.213);VALID;(0.236656621098518, -0.00956796202808619, 0.971546232700348);(0, 0, 0);VALID;(0.261981278657913, -0.00669602304697037, 0.965049743652344);(-0.0323680005967617, 0, 0);0.137405663728714;VALID;(0.211168274283409, -0.0124332811683416, 0.977370619773865);(0.0323680005967617, 0, 0);0.152477756142616;1.18853306770325;0
139472;1407;42.9171;(0.062, 1.234, -1.525);(11.477, 29.984, 2.236);VALID;(0.237526655197144, -0.00814675912261009, 0.971346855163574);(0, 0, 0);VALID;(0.262985020875931, -0.00575701892375946, 0.96478271484375);(-0.0323680005967617, 0, 0);0.13736167550087;VALID;(0.211902737617493, -0.0105308210477233, 0.97723400592804);(0.0323680005967617, 0, 0);0.152704566717148;1.18602252006531;0
139473;1407;42.9171;(0.062, 1.234, -1.525);(11.477, 29.984, 2.236);VALID;(0.238009229302406, -0.00699325324967504, 0.97123771905899);(0, 0, 0);VALID;(0.26368123292923, -0.00479511357843876, 0.964597940444946);(-0.0323680005967617, 0, 0);0.137014642357826;VALID;(0.212168723344803, -0.00918644107878208, 0.977189898490906);(0.0323680005967617, 0, 0);0.153864070773125;1.17735350131989;0
139474;1408;42.93831;(0.062, 1.234, -1.525);(11.487, 29.971, 2.268);VALID;(0.237957283854485, -0.0059181060642004, 0.971257567405701);(0, 0, 0);VALID;(0.26353195309639, -0.0037404375616461, 0.96464341878891);(-0.0323680005967617, 0, 0);0.136721536517143;VALID;(0.212215438485146, -0.00809161644428968, 0.977189421653748);(0.0323680005967617, 0, 0);0.153864070773125;1.18191838264465;0
139475;1408;42.93831;(0.062, 1.234, -1.525);(11.487, 29.971, 2.268);VALID;(0.23402313888073, -0.00627904711291194, 0.972210764884949);(0, 0, 0);VALID;(0.257120221853256, -0.004291788674891, 0.966369867324829);(-0.0323680005967617, 0, 0);0.136408403515816;VALID;(0.210792303085327, -0.00826271716505289, 0.977495968341827);(0.0323680005967617, 0, 0);0.151243194937706;2;0
139476;1409;42.95113;(0.062, 1.234, -1.525);(11.497, 29.955, 2.279);VALID;(0.217071175575256, -0.00680178217589855, 0.976132094860077);(0, 0, 0);VALID;(0.239947751164436, -0.00568928616121411, 0.970769107341766);(-0.0323680005967617, 0, 0);0.136721774935722;VALID;(0.194074496626854, -0.00791051425039768, 0.980954885482788);(0.0323680005967617, 0, 0);0.148910567164421;2;0
139477;1410;42.9678;(0.062, 1.234, -1.525);(11.490, 29.936, 2.289);VALID;(0.170291498303413, -0.00346019794233143, 0.985387682914734);(0, 0, 0);VALID;(0.190803378820419, -0.0012500291923061, 0.981627464294434);(-0.0323680005967617, 0, 0);0.132947593927383;VALID;(0.149704739451408, -0.00566884502768517, 0.988714516162872);(0.0323680005967617, 0, 0);0.145624935626984;2;0
139478;1410;42.9678;(0.062, 1.234, -1.525);(11.490, 29.936, 2.289);VALID;(0.103798568248749, 0.00251099118031561, 0.994595170021057);(0, 0, 0);VALID;(0.119537211954594, 0.00508027197793126, 0.992816746234894);(-0.0323680005967617, 0, 0);0.132560014724731;VALID;(0.0880331993103027, -5.89362462051213E-05, 0.996117532253265);(0.0323680005967617, 0, 0);0.144272536039352;2;0
139479;1411;42.98346;(0.062, 1.234, -1.525);(11.472, 29.910, 2.287);VALID;(0.0401692166924477, 0.010154914110899, 0.999141275882721);(-0.0323680005967617, 0, 0);VALID;(0.0401692166924477, 0.010154914110899, 0.999141275882721);(-0.0323680005967617, 0, 0);0.131748080253601;INVALID;;;;2;0
139480;1412;43.00106;(0.062, 1.234, -1.525);(11.450, 29.886, 2.292);VALID;(-0.0748147442936897, -0.0454671792685986, 0.996160387992859);(0, 0, 0);VALID;(-0.0269700083881617, 0.0197411105036736, 0.99944132566452);(-0.0323680005967617, 0, 0);0.133732303977013;VALID;(-0.122169300913811, -0.110377565026283, 0.986352622509003);(0.0323680005967617, 0, 0);0.140601187944412;0.234764501452446;0
139481;1412;43.00106;(0.062, 1.234, -1.525);(11.450, 29.886, 2.292);VALID;(-0.105754725635052, -0.00493517611175776, 0.994379997253418);(0, 0, 0);VALID;(-0.082592137157917, 0.0336202159523964, 0.996016204357147);(-0.0323680005967617, 0, 0);0.13565269112587;VALID;(-0.128703087568283, -0.043480571359396, 0.990729510784149);(0.0323680005967617, 0, 0);0.139893740415573;0.36820912361145;0
139482;1413;43.0166;(0.062, 1.234, -1.525);(11.420, 29.861, 2.298);VALID;(-0.145164668560028, 0.0377104431390762, 0.988688588142395);(0, 0, 0);VALID;(-0.138489723205566, 0.0528928861021996, 0.988950431346893);(-0.0323680005967617, 0, 0);0.13577538728714;VALID;(-0.151799693703651, 0.0225176233798265, 0.988154768943787);(0.0323680005967617, 0, 0);0.143154487013817;2;0
139483;1413;43.0166;(0.062, 1.234, -1.525);(11.420, 29.861, 2.298);VALID;(-0.18729829788208, 0.07856135815382, 0.979156494140625);(0, 0, 0);VALID;(-0.189939275383949, 0.0838186666369438, 0.978211402893066);(-0.0323680005967617, 0, 0);0.136232197284698;VALID;(-0.184650659561157, 0.073301263153553, 0.98006683588028);(0.0323680005967617, 0, 0);0.143870443105698;2;0
139484;1414;43.03658;(0.062, 1.234, -1.525);(11.406, 29.843, 2.308);VALID;(-0.198610335588455, 0.095993734896183, 0.975366175174713);(0, 0, 0);VALID;(-0.201508194208145, 0.0960493460297585, 0.974766135215759);(-0.0323680005967617, 0, 0);0.135154634714127;VALID;(-0.195710733532906, 0.0959372818470001, 0.975957632064819);(0.0323680005967617, 0, 0);0.142380550503731;2;0
139485;1414;43.03658;(0.062, 1.234, -1.525);(11.406, 29.843, 2.308);VALID;(-0.203778684139252, 0.104253172874451, 0.973450303077698);(0, 0, 0);VALID;(-0.205491408705711, 0.101924665272236, 0.97333687543869);(-0.0323680005967617, 0, 0);0.134840369224548;VALID;(-0.202064260840416, 0.106580808758736, 0.973555624485016);(0.0323680005967617, 0, 0);0.142602995038033;2;0
139486;1415;43.05062;(0.062, 1.234, -1.525);(11.398, 29.825, 2.314);VALID;(-0.206784531474113, 0.108059719204903, 0.972400784492493);(0, 0, 0);VALID;(-0.206763103604317, 0.105129860341549, 0.972726464271545);(-0.0323680005967617, 0, 0);0.134873926639557;VALID;(-0.206804171204567, 0.110988646745682, 0.972066640853882);(0.0323680005967617, 0, 0);0.142969474196434;2;0
139487;1416;43.06802;(0.062, 1.234, -1.525);(11.389, 29.820, 2.320);VALID;(-0.20789597928524, 0.110290333628654, 0.97191321849823);(0, 0, 0);VALID;(-0.207338318228722, 0.107213065028191, 0.972376585006714);(-0.0323680005967617, 0, 0);0.135604754090309;VALID;(-0.208451569080353, 0.113366506993771, 0.971440136432648);(0.0323680005967617, 0, 0);0.14215113222599;2;0
139488;1416;43.06802;(0.062, 1.234, -1.525);(11.389, 29.820, 2.320);VALID;(-0.207860663533211, 0.110642731189728, 0.971880733966827);(0, 0, 0);VALID;(-0.206934168934822, 0.107726596295834, 0.972405910491943);(-0.0323680005967617, 0, 0);0.135547831654549;VALID;(-0.208785146474838, 0.113557793200016, 0.971346199512482);(0.0323680005967617, 0, 0);0.142248004674912;2;0
139489;1417;43.08301;(0.062, 1.234, -1.525);(11.377, 29.803, 2.350);VALID;(-0.207463011145592, 0.111637338995934, 0.971851944923401);(0, 0, 0);VALID;(-0.205598577857018, 0.109219059348106, 0.972522735595703);(-0.0323680005967617, 0, 0);0.1352519094944;VALID;(-0.209325417876244, 0.114054538309574, 0.971171677112579);(0.0323680005967617, 0, 0);0.142331153154373;2;0
139490;1418;43.09986;(0.062, 1.234, -1.525);(11.373, 29.787, 2.364);VALID;(-0.20808245241642, 0.111775912344456, 0.971703588962555);(0, 0, 0);VALID;(-0.206400454044342, 0.109307497739792, 0.972342908382416);(-0.0323680005967617, 0, 0);0.135654479265213;VALID;(-0.209762513637543, 0.114243276417255, 0.971055209636688);(0.0323680005967617, 0, 0);0.143059387803078;2;0
139491;1418;43.09986;(0.062, 1.234, -1.525);(11.373, 29.787, 2.364);VALID;(-0.207742869853973, 0.111665688455105, 0.971788883209229);(0, 0, 0);VALID;(-0.205609187483788, 0.109034731984138, 0.972541153430939);(-0.0323680005967617, 0, 0);0.136965170502663;VALID;(-0.209874033927917, 0.114295303821564, 0.971024930477142);(0.0323680005967617, 0, 0);0.143246039748192;2;0
139492;1419;43.11823;(0.062, 1.234, -1.525);(11.354, 29.767, 2.339);VALID;(-0.20799508690834, 0.111555136740208, 0.971747636795044);(0, 0, 0);VALID;(-0.205823197960854, 0.108861021697521, 0.972515344619751);(-0.0323680005967617, 0, 0);0.135577097535133;VALID;(-0.210164353251457, 0.114247851073742, 0.970967769622803);(0.0323680005967617, 0, 0);0.143106922507286;2;0
139493;1419;43.11823;(0.062, 1.234, -1.525);(11.354, 29.767, 2.339);VALID;(-0.20807982981205, 0.111398875713348, 0.97174745798111);(0, 0, 0);VALID;(-0.206310048699379, 0.108776316046715, 0.972421646118164);(-0.0323680005967617, 0, 0);0.135417848825455;VALID;(-0.209847435355186, 0.114020265638828, 0.971063017845154);(0.0323680005967617, 0, 0);0.143066570162773;2;0
139494;1420;43.13385;(0.062, 1.234, -1.525);(11.342, 29.762, 2.318);VALID;(-0.208071172237396, 0.111211970448494, 0.971770703792572);(0, 0, 0);VALID;(-0.205838948488235, 0.108470730483532, 0.972555637359619);(-0.0323680005967617, 0, 0);0.135531097650528;VALID;(-0.21030068397522, 0.11395175755024, 0.970973014831543);(0.0323680005967617, 0, 0);0.143583670258522;2;0
139495;1420;43.13385;(0.062, 1.234, -1.525);(11.342, 29.762, 2.318);VALID;(-0.208149433135986, 0.111282721161842, 0.971745848655701);(0, 0, 0);VALID;(-0.206042349338531, 0.108548663556576, 0.972503840923309);(-0.0323680005967617, 0, 0);0.135803118348122;VALID;(-0.210253909230232, 0.114015400409698, 0.970975697040558);(0.0323680005967617, 0, 0);0.142957776784897;2;0
139496;1421;43.15258;(0.062, 1.234, -1.525);(11.336, 29.765, 2.318);VALID;(-0.208447977900505, 0.111227013170719, 0.971688210964203);(0, 0, 0);VALID;(-0.206226482987404, 0.108616791665554, 0.972457230091095);(-0.0323680005967617, 0, 0);0.135566741228104;VALID;(-0.21066689491272, 0.113835863769054, 0.970907211303711);(0.0323680005967617, 0, 0);0.143532857298851;2;0
139497;1422;43.16716;(0.062, 1.234, -1.525);(11.325, 29.772, 2.340);VALID;(-0.208433955907822, 0.111151605844498, 0.971699833869934);(0, 0, 0);VALID;(-0.20605280995369, 0.108575396239758, 0.972498655319214);(-0.0323680005967617, 0, 0);0.135726511478424;VALID;(-0.210812419652939, 0.113726377487183, 0.970888495445251);(0.0323680005967617, 0, 0);0.143738895654678;2;0
139498;1422;43.16716;(0.062, 1.234, -1.525);(11.325, 29.772, 2.340);VALID;(-0.208229586482048, 0.11115812510252, 0.971742928028107);(0, 0, 0);VALID;(-0.205951988697052, 0.10864844918251, 0.972511827945709);(-0.0323680005967617, 0, 0);0.136219531297684;VALID;(-0.210504680871964, 0.113666459918022, 0.970962285995483);(0.0323680005967617, 0, 0);0.143071576952934;2;0
139499;1423;43.18595;(0.062, 1.234, -1.525);(11.308, 29.777, 2.361);VALID;(-0.208024144172668, 0.111085005104542, 0.971795260906219);(0, 0, 0);VALID;(-0.205709636211395, 0.10839419066906, 0.972591519355774);(-0.0323680005967617, 0, 0);0.135856732726097;VALID;(-0.210335910320282, 0.113774344325066, 0.970986187458038);(0.0323680005967617, 0, 0);0.144046053290367;2;0
139500;1423;43.18595;(0.062, 1.234, -1.525);(11.308, 29.777, 2.361);VALID;(-0.207994431257248, 0.11113653331995, 0.971795737743378);(0, 0, 0);VALID;(-0.205397307872772, 0.108451418578625, 0.972651124000549);(-0.0323680005967617, 0, 0);0.136494740843773;VALID;(-0.210588499903679, 0.113820008933544, 0.970926105976105);(0.0323680005967617, 0, 0);0.14366902410984;2;0
139501;1424;43.19973;(0.062, 1.234, -1.525);(11.285, 29.789, 2.358);VALID;(-0.208129689097404, 0.111186772584915, 0.971761047840118);(0, 0, 0);VALID;(-0.205556496977806, 0.108600467443466, 0.972600877285004);(-0.0323680005967617, 0, 0);0.136658042669296;VALID;(-0.21069997549057, 0.113771513104439, 0.97090756893158);(0.0323680005967617, 0, 0);0.143936038017273;2;0
139502;1425;43.21932;(0.062, 1.234, -1.525);(11.271, 29.795, 2.358);VALID;(-0.207912847399712, 0.111109346151352, 0.971816301345825);(0, 0, 0);VALID;(-0.205254688858986, 0.108557194471359, 0.972669422626495);(-0.0323680005967617, 0, 0);0.136342987418175;VALID;(-0.21056804060936, 0.113659903407097, 0.970949292182922);(0.0323680005967617, 0, 0);0.143619671463966;2;0.633785545825958
139503;1425;43.21932;(0.062, 1.234, -1.525);(11.271, 29.795, 2.358);VALID;(-0.207902371883392, 0.111284799873829, 0.971798479557037);(0, 0, 0);VALID;(-0.205457165837288, 0.108783610165119, 0.972601413726807);(-0.0323680005967617, 0, 0);0.136521503329277;VALID;(-0.210344910621643, 0.113784559071064, 0.970983028411865);(0.0323680005967617, 0, 0);0.144403830170631;2;0.933837234973907
139504;1426;43.2333;(0.062, 1.235, -1.525);(11.242, 29.800, 2.354);VALID;(-0.208084151148796, 0.111387014389038, 0.971747875213623);(0, 0, 0);VALID;(-0.205648869276047, 0.108982376754284, 0.972538650035858);(-0.0323680005967617, 0, 0);0.136521071195602;VALID;(-0.21051687002182, 0.113790273666382, 0.970945119857788);(0.0323680005967617, 0, 0);0.144247055053711;2;1
139505;1426;43.2333;(0.062, 1.235, -1.525);(11.242, 29.800, 2.354);VALID;(-0.208242952823639, 0.111512370407581, 0.971699476242065);(0, 0, 0);VALID;(-0.205774039030075, 0.10923345386982, 0.972483992576599);(-0.0323680005967617, 0, 0);0.136712118983269;VALID;(-0.210709378123283, 0.113789968192577, 0.970903396606445);(0.0323680005967617, 0, 0);0.144503429532051;2;1
139506;1427;43.25126;(0.062, 1.235, -1.525);(11.207, 29.794, 2.347);VALID;(-0.208369970321655, 0.111628457903862, 0.971658885478973);(0, 0, 0);VALID;(-0.205865159630775, 0.109425157308578, 0.972443163394928);(-0.0323680005967617, 0, 0);0.136744365096092;VALID;(-0.210872322320938, 0.11383044719696, 0.970863282680511);(0.0323680005967617, 0, 0);0.144432634115219;2;1
139507;1428;43.26661;(0.062, 1.235, -1.525);(11.167, 29.777, 2.337);VALID;(-0.208502262830734, 0.111738488078117, 0.971617877483368);(0, 0, 0);VALID;(-0.20593273639679, 0.109607338905334, 0.972408294677734);(-0.0323680005967617, 0, 0);0.136843606829643;VALID;(-0.211069345474243, 0.113868325948715, 0.970816016197205);(0.0323680005967617, 0, 0);0.144560694694519;2;1
139508;1428;43.26661;(0.062, 1.235, -1.525);(11.167, 29.777, 2.337);VALID;(-0.208376839756966, 0.111764997243881, 0.971641719341278);(0, 0, 0);VALID;(-0.205824345350266, 0.109616354107857, 0.972430229187012);(-0.0323680005967617, 0, 0);0.13638910651207;VALID;(-0.210926875472069, 0.113912336528301, 0.970841825008392);(0.0323680005967617, 0, 0);0.14459565281868;2;1
139509;1429;43.28485;(0.062, 1.235, -1.525);(11.123, 29.750, 2.335);VALID;(-0.208243265748024, 0.111718349158764, 0.971675753593445);(0, 0, 0);VALID;(-0.205643102526665, 0.109580539166927, 0.972472608089447);(-0.0323680005967617, 0, 0);0.136453568935394;VALID;(-0.210840940475464, 0.113854818046093, 0.970867216587067);(0.0323680005967617, 0, 0);0.144168391823769;2;1
139510;1429;43.28485;(0.062, 1.235, -1.525);(11.123, 29.750, 2.335);VALID;(-0.20827504992485, 0.111687794327736, 0.971672415733337);(0, 0, 0);VALID;(-0.205434113740921, 0.109580963850021, 0.972516775131226);(-0.0323680005967617, 0, 0);0.136985570192337;VALID;(-0.211113229393959, 0.113793157041073, 0.970815300941467);(0.0323680005967617, 0, 0);0.144814968109131;2;1
139511;1430;43.30027;(0.062, 1.235, -1.525);(11.095, 29.736, 2.331);VALID;(-0.208226412534714, 0.111664362251759, 0.971685588359833);(0, 0, 0);VALID;(-0.205419421195984, 0.109593130648136, 0.972518503665924);(-0.0323680005967617, 0, 0);0.136909708380699;VALID;(-0.211030721664429, 0.113734163343906, 0.970840156078339);(0.0323680005967617, 0, 0);0.144100487232208;2;1
139512;1431;43.31689;(0.061, 1.235, -1.525);(11.068, 29.712, 2.340);VALID;(-0.208167731761932, 0.111586339771748, 0.971707105636597);(0, 0, 0);VALID;(-0.205406665802002, 0.10954737663269, 0.97252631187439);(-0.0323680005967617, 0, 0);0.136956453323364;VALID;(-0.210926219820976, 0.113623909652233, 0.97087574005127);(0.0323680005967617, 0, 0);0.144251853227615;2;1
139513;1431;43.31689;(0.061, 1.235, -1.525);(11.068, 29.712, 2.340);VALID;(-0.20797798037529, 0.111614182591438, 0.971744537353516);(0, 0, 0);VALID;(-0.205072462558746, 0.109668679535389, 0.972583174705505);(-0.0323680005967617, 0, 0);0.136917412281036;VALID;(-0.210880801081657, 0.113558240234852, 0.970893323421478);(0.0323680005967617, 0, 0);0.144338369369507;2;1
139514;1432;43.33654;(0.061, 1.235, -1.525);(11.037, 29.672, 2.348);VALID;(-0.207993656396866, 0.111562632024288, 0.971747100353241);(0, 0, 0);VALID;(-0.204950332641602, 0.109652049839497, 0.972610831260681);(-0.0323680005967617, 0, 0);0.137377381324768;VALID;(-0.211034134030342, 0.113471694290638, 0.970870137214661);(0.0323680005967617, 0, 0);0.144551500678062;2;1
139515;1432;43.33654;(0.061, 1.235, -1.525);(11.037, 29.672, 2.348);VALID;(-0.208048790693283, 0.111508101224899, 0.971741557121277);(0, 0, 0);VALID;(-0.204957455396652, 0.109617084264755, 0.972613275051117);(-0.0323680005967617, 0, 0);0.137457653880119;VALID;(-0.211137250065804, 0.113397561013699, 0.970856368541718);(0.0323680005967617, 0, 0);0.144697338342667;2;1
139516;1433;43.34975;(0.061, 1.235, -1.525);(10.996, 29.605, 2.355);VALID;(-0.208035513758659, 0.111432023346424, 0.971753120422363);(0, 0, 0);VALID;(-0.205024152994156, 0.109654925763607, 0.972594916820526);(-0.0323680005967617, 0, 0);0.137431204319;VALID;(-0.211044192314148, 0.113207682967186, 0.970898747444153);(0.0323680005967617, 0, 0);0.143680617213249;2;1
139517;1434;43.3686;(0.061, 1.235, -1.525);(10.970, 29.502, 2.363);VALID;(-0.207828804850578, 0.111344270408154, 0.971807420253754);(0, 0, 0);VALID;(-0.204746425151825, 0.10961489379406, 0.972657918930054);(-0.0323680005967617, 0, 0);0.137024134397507;VALID;(-0.210908427834511, 0.113072171807289, 0.970944046974182);(0.0323680005967617, 0, 0);0.144389092922211;2;1
139518;1434;43.3686;(0.061, 1.235, -1.525);(10.970, 29.502, 2.363);VALID;(-0.207886800169945, 0.111234411597252, 0.971807599067688);(0, 0, 0);VALID;(-0.20481576025486, 0.109563581645489, 0.972649097442627);(-0.0323680005967617, 0, 0);0.137392073869705;VALID;(-0.210955142974854, 0.112903796136379, 0.970953464508057);(0.0323680005967617, 0, 0);0.144026070833206;2;1
139519;1435;43.3835;(0.061, 1.235, -1.525);(10.942, 29.355, 2.358);VALID;(-0.20781321823597, 0.111140474677086, 0.971834063529968);(0, 0, 0);VALID;(-0.20472514629364, 0.109533622860909, 0.972671568393707);(-0.0323680005967617, 0, 0);0.137325122952461;VALID;(-0.210898637771606, 0.112745895981789, 0.970984101295471);(0.0323680005967617, 0, 0);0.144489318132401;2;1
139520;1435;43.3835;(0.061, 1.235, -1.525);(10.942, 29.355, 2.358);VALID;(-0.207714349031448, 0.111051201820374, 0.97186541557312);(0, 0, 0);VALID;(-0.204608291387558, 0.109478056430817, 0.972702443599701);(-0.0323680005967617, 0, 0);0.137249618768692;VALID;(-0.210817739367485, 0.112622924149036, 0.971015930175781);(0.0323680005967617, 0, 0);0.143861800432205;2;1
139521;1436;43.4031;(0.060, 1.235, -1.525);(10.917, 29.217, 2.383);VALID;(-0.207490757107735, 0.110918790102005, 0.971928298473358);(0, 0, 0);VALID;(-0.204462885856628, 0.109458290040493, 0.972735226154327);(-0.0323680005967617, 0, 0);0.137379094958305;VALID;(-0.210516169667244, 0.112377963960171, 0.971109747886658);(0.0323680005967617, 0, 0);0.143722832202911;2;1
139522;1437;43.41737;(0.060, 1.235, -1.525);(10.879, 29.036, 2.432);VALID;(-0.207283824682236, 0.110729455947876, 0.971994042396545);(0, 0, 0);VALID;(-0.204209357500076, 0.109346188604832, 0.972801089286804);(-0.0323680005967617, 0, 0);0.137149453163147;VALID;(-0.210355803370476, 0.112111389636993, 0.971175312995911);(0.0323680005967617, 0, 0);0.143662497401237;2;1
139523;1437;43.41737;(0.060, 1.235, -1.525);(10.879, 29.036, 2.432);VALID;(-0.206957191228867, 0.110574752092361, 0.972081243991852);(0, 0, 0);VALID;(-0.204018697142601, 0.109288610517979, 0.972847580909729);(-0.0323680005967617, 0, 0);0.13746078312397;VALID;(-0.209893450140953, 0.111859694123268, 0.971304357051849);(0.0323680005967617, 0, 0);0.142589643597603;2;1
139524;1438;43.43633;(0.060, 1.235, -1.524);(10.832, 28.766, 2.470);VALID;(-0.206285789608955, 0.110411047935486, 0.972242534160614);(0, 0, 0);VALID;(-0.203325569629669, 0.109213307499886, 0.97300112247467);(-0.0323680005967617, 0, 0);0.13679076731205;VALID;(-0.209243804216385, 0.111607603728771, 0.971473515033722);(0.0323680005967617, 0, 0);0.144572213292122;2;1
139525;1438;43.43633;(0.060, 1.235, -1.524);(10.832, 28.766, 2.470);VALID;(-0.20459358394146, 0.11014574021101, 0.972630143165588);(0, 0, 0);VALID;(-0.201132580637932, 0.10871347039938, 0.973512768745422);(-0.0323680005967617, 0, 0);0.13679076731205;VALID;(-0.208051562309265, 0.11157638579607, 0.971733093261719);(0.0323680005967617, 0, 0);0.143152832984924;2;1
139526;1439;43.45101;(0.059, 1.236, -1.524);(10.742, 28.386, 2.489);VALID;(-0.203755736351013, 0.110023453831673, 0.972819864749908);(0, 0, 0);VALID;(-0.200335443019867, 0.108615607023239, 0.973688006401062);(-0.0323680005967617, 0, 0);0.137602999806404;VALID;(-0.207173109054565, 0.111429713666439, 0.971937596797943);(0.0323680005967617, 0, 0);0.143392652273178;2;1
139527;1440;43.46951;(0.058, 1.236, -1.524);(10.653, 27.956, 2.466);VALID;(-0.202170699834824, 0.109497480094433, 0.973209798336029);(0, 0, 0);VALID;(-0.198469653725624, 0.107888258993626, 0.974150896072388);(-0.0323680005967617, 0, 0);0.137726828455925;VALID;(-0.205868273973465, 0.111104816198349, 0.972252011299133);(0.0323680005967617, 0, 0);0.142917543649673;2;1
139528;1440;43.46951;(0.058, 1.236, -1.524);(10.653, 27.956, 2.466);VALID;(-0.202960684895515, 0.10898956656456, 0.973102390766144);(0, 0, 0);VALID;(-0.199215769767761, 0.106475166976452, 0.974154055118561);(-0.0323680005967617, 0, 0);0.137765422463417;VALID;(-0.206701248884201, 0.11150161921978, 0.972029805183411);(0.0323680005967617, 0, 0);0.142059534788132;2;1
139529;1441;43.48362;(0.058, 1.236, -1.523);(10.563, 27.461, 2.406);VALID;(-0.204683393239975, 0.1075279712677, 0.972904145717621);(-0.0323680005967617, 0, 0);VALID;(-0.204683393239975, 0.1075279712677, 0.972904145717621);(-0.0323680005967617, 0, 0);0.135396167635918;INVALID;;;;2;1
139530;1441;43.48362;(0.058, 1.236, -1.523);(10.563, 27.461, 2.406);VALID;(-0.223591968417168, 0.11119032651186, 0.968319833278656);(-0.0323680005967617, 0, 0);VALID;(-0.223591968417168, 0.11119032651186, 0.968319833278656);(-0.0323680005967617, 0, 0);0.137514099478722;INVALID;;;;2;0.818752110004425
139531;1442;43.50278;(0.057, 1.236, -1.523);(10.481, 26.905, 2.353);VALID;(-0.253421604633331, 0.120556950569153, 0.959814310073853);(-0.0323680005967617, 0, 0);VALID;(-0.253421604633331, 0.120556950569153, 0.959814310073853);(-0.0323680005967617, 0, 0);0.137595757842064;INVALID;;;;2;0.356040567159653
139533;1443;43.52071;(0.056, 1.236, -1.523);(10.391, 26.284, 2.316);VALID;(-0.318108141422272, 0.147102177143097, 0.936572551727295);(-0.0323680005967617, 0, 0);VALID;(-0.318108141422272, 0.147102177143097, 0.936572551727295);(-0.0323680005967617, 0, 0);0.139170289039612;INVALID;;;;2;0
139534;1444;43.5335;(0.055, 1.236, -1.522);(10.263, 25.449, 2.240);VALID;(-0.348843067884445, 0.162535980343819, 0.922979176044464);(-0.0323680005967617, 0, 0);VALID;(-0.348843067884445, 0.162535980343819, 0.922979176044464);(-0.0323680005967617, 0, 0);0.140832901000977;INVALID;;;;2;0
139535;1444;43.5335;(0.055, 1.236, -1.522);(10.263, 25.449, 2.240);VALID;(-0.374008119106293, 0.177596315741539, 0.910262286663055);(-0.0323680005967617, 0, 0);VALID;(-0.374008119106293, 0.177596315741539, 0.910262286663055);(-0.0323680005967617, 0, 0);0.143122643232346;INVALID;;;;2;0
139536;1445;43.55149;(0.053, 1.236, -1.521);(10.139, 24.552, 2.137);VALID;(-0.394613564014435, 0.188869565725327, 0.899226546287537);(-0.0323680005967617, 0, 0);VALID;(-0.394613564014435, 0.188869565725327, 0.899226546287537);(-0.0323680005967617, 0, 0);0.143896117806435;INVALID;;;;2;0
139537;1446;43.56728;(0.052, 1.237, -1.521);(10.023, 23.592, 2.027);VALID;(-0.403563261032104, 0.196326270699501, 0.893640160560608);(-0.0323680005967617, 0, 0);VALID;(-0.403563261032104, 0.196326270699501, 0.893640160560608);(-0.0323680005967617, 0, 0);0.140907749533653;INVALID;;;;2;0
139538;1446;43.56728;(0.052, 1.237, -1.521);(10.023, 23.592, 2.027);VALID;(-0.402723371982574, 0.198679730296135, 0.89349889755249);(-0.0323680005967617, 0, 0);VALID;(-0.402723371982574, 0.198679730296135, 0.89349889755249);(-0.0323680005967617, 0, 0);0.143086448311806;INVALID;;;;2;0
139539;1447;43.58409;(0.051, 1.237, -1.520);(9.908, 22.637, 1.949);VALID;(-0.401445716619492, 0.199699357151985, 0.893846452236176);(-0.0323680005967617, 0, 0);VALID;(-0.401445716619492, 0.199699357151985, 0.893846452236176);(-0.0323680005967617, 0, 0);0.143069997429848;INVALID;;;;2;0
139540;1447;43.58409;(0.051, 1.237, -1.520);(9.908, 22.637, 1.949);VALID;(-0.396635174751282, 0.19822159409523, 0.896319568157196);(-0.0323680005967617, 0, 0);VALID;(-0.396635174751282, 0.19822159409523, 0.896319568157196);(-0.0323680005967617, 0, 0);0.143343955278397;INVALID;;;;2;0
139541;1448;43.59972;(0.049, 1.237, -1.519);(9.776, 21.661, 1.871);VALID;(-0.391349732875824, 0.196625307202339, 0.898990452289581);(-0.0323680005967617, 0, 0);VALID;(-0.391349732875824, 0.196625307202339, 0.898990452289581);(-0.0323680005967617, 0, 0);0.142499551177025;INVALID;;;;2;0
139542;1449;43.61845;(0.047, 1.237, -1.519);(9.657, 20.682, 1.816);VALID;(-0.386561900377274, 0.194622710347176, 0.901494264602661);(-0.0323680005967617, 0, 0);VALID;(-0.386561900377274, 0.194622710347176, 0.901494264602661);(-0.0323680005967617, 0, 0);0.141555771231651;INVALID;;;;2;0
