Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability
185211;1000950696979834368;63852430577690;(-0.509, 0.828, 0.324);(0.015, -0.851, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
185231;1000950697079889122;63852430577780;(-0.509, 0.828, 0.324);(0.015, -0.851, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
185251;1000950697179944076;63852430577868;(-0.509, 0.828, 0.324);(0.015, -0.851, 0.015, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
185271;1000950697279997634;63852430577968;(-0.509, 0.828, 0.324);(0.015, -0.851, 0.015, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
185291;1000950697380047257;63852430578069;(-0.509, 0.828, 0.324);(0.015, -0.851, 0.015, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
185311;1000950697480032458;63852430578170;(-0.509, 0.828, 0.324);(0.015, -0.851, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
185331;1000950697580091500;63852430578270;(-0.509, 0.828, 0.324);(0.015, -0.851, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
185351;1000950697680148929;63852430578369;(-0.509, 0.828, 0.324);(0.015, -0.851, 0.015, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
185371;1000950697780196290;63852430578469;(-0.509, 0.828, 0.324);(0.015, -0.851, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
185391;1000950697880184718;63852430578571;(-0.509, 0.828, 0.324);(0.015, -0.851, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
185411;1000950697980248944;63852430578670;(-0.509, 0.828, 0.324);(0.015, -0.851, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
185431;1000950698080307471;63852430578771;(-0.509, 0.828, 0.324);(0.015, -0.851, 0.015, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
185451;1000950698180287506;63852430578871;(-0.509, 0.828, 0.324);(0.015, -0.852, 0.015, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
185471;1000950698280348641;63852430578970;(-0.509, 0.828, 0.324);(0.015, -0.851, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
185491;1000950698380416165;63852430579069;(-0.509, 0.828, 0.324);(0.016, -0.851, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
185511;1000950698480473596;63852430579173;(-0.509, 0.828, 0.324);(0.016, -0.851, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
185531;1000950698580457723;63852430579271;(-0.509, 0.827, 0.324);(0.016, -0.851, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
185551;1000950698680519993;63852430579371;(-0.509, 0.828, 0.324);(0.016, -0.851, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
185571;1000950698780588839;63852430579470;(-0.509, 0.827, 0.324);(0.015, -0.851, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
185591;1000950698880644405;63852430579568;(-0.509, 0.827, 0.324);(0.016, -0.852, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
185611;1000950698980632025;63852430579668;(-0.509, 0.827, 0.324);(0.015, -0.851, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
185631;1000950699080695483;63852430579770;(-0.509, 0.827, 0.324);(0.016, -0.852, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
185651;1000950699180760538;63852430579870;(-0.509, 0.827, 0.324);(0.016, -0.852, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
185671;1000950699280752987;63852430579970;(-0.509, 0.827, 0.324);(0.015, -0.851, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
185691;1000950699380816193;63852430580073;(-0.509, 0.827, 0.324);(0.015, -0.852, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
185711;1000950699480878569;63852430580170;(-0.509, 0.827, 0.324);(0.015, -0.851, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
185731;1000950699580937993;63852430580270;(-0.509, 0.827, 0.324);(0.016, -0.851, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
185751;1000950699680933845;63852430580370;(-0.509, 0.828, 0.324);(0.016, -0.851, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
185771;1000950699780998658;63852430580471;(-0.509, 0.827, 0.324);(0.016, -0.851, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
185791;1000950699881057778;63852430580571;(-0.509, 0.827, 0.324);(0.016, -0.851, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
185811;1000950699981049308;63852430580672;(-0.509, 0.827, 0.324);(0.016, -0.851, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
185831;1000950700081052074;63852430580771;(-0.509, 0.827, 0.324);(0.016, -0.851, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
185851;1000950700181124324;63852430580872;(-0.509, 0.828, 0.324);(0.016, -0.852, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
185871;1000950700281184018;63852430580970;(-0.509, 0.828, 0.324);(0.016, -0.851, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
185891;1000950700381179242;63852430581070;(-0.509, 0.828, 0.324);(0.016, -0.851, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
185911;1000950700481255441;63852430581172;(-0.509, 0.828, 0.324);(0.015, -0.851, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
185931;1000950700581325095;63852430581271;(-0.509, 0.828, 0.324);(0.015, -0.851, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
185951;1000950700681315534;63852430581371;(-0.509, 0.828, 0.324);(0.016, -0.851, 0.015, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
185971;1000950700781315164;63852430581471;(-0.509, 0.828, 0.324);(0.015, -0.851, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
185991;1000950700881395396;63852430581645;(-0.509, 0.828, 0.324);(0.016, -0.851, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
186011;1000950700981649374;63852430581763;(-0.509, 0.828, 0.324);(0.015, -0.851, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
186031;1000950701081641936;63852430581763;(-0.509, 0.828, 0.324);(0.015, -0.851, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
186051;1000950701181639500;63852430581867;(-0.509, 0.828, 0.324);(0.015, -0.851, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
186071;1000950701281715808;63852430581949;(-0.509, 0.827, 0.324);(0.015, -0.851, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
186091;1000950701381783522;63852430582133;(-0.509, 0.828, 0.324);(0.016, -0.851, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
186111;1000950701481782413;63852430582262;(-0.509, 0.828, 0.324);(0.015, -0.852, 0.015, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
186131;1000950701581851650;63852430582262;(-0.509, 0.828, 0.324);(0.015, -0.852, 0.015, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
186151;1000950701681921210;63852430582356;(-0.509, 0.828, 0.324);(0.015, -0.851, 0.015, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
186171;1000950701781922969;63852430582454;(-0.509, 0.828, 0.324);(0.016, -0.851, 0.015, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
186191;1000950701881926876;63852430582650;(-0.509, 0.828, 0.324);(0.015, -0.851, 0.015, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
186211;1000950701982000828;63852430582788;(-0.509, 0.828, 0.324);(0.015, -0.851, 0.015, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
186231;1000950702082067791;63852430582790;(-0.509, 0.828, 0.324);(0.015, -0.851, 0.015, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
186251;1000950702182073607;63852430582872;(-0.509, 0.828, 0.324);(0.015, -0.851, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
186271;1000950702282082855;63852430582976;(-0.509, 0.828, 0.324);(0.015, -0.851, 0.015, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
186291;1000950702382157083;63852430583107;(-0.509, 0.828, 0.324);(0.015, -0.851, 0.015, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
186311;1000950702482155838;63852430583173;(-0.509, 0.827, 0.324);(0.015, -0.851, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
186331;1000950702582167789;63852430583312;(-0.509, 0.827, 0.324);(0.015, -0.852, 0.015, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
186351;1000950702682253543;63852430583384;(-0.509, 0.827, 0.324);(0.015, -0.851, 0.015, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
186371;1000950702782326295;63852430583453;(-0.509, 0.827, 0.324);(0.015, -0.852, 0.015, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
186391;1000950702882327469;63852430583594;(-0.509, 0.827, 0.324);(0.015, -0.851, 0.015, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
186411;1000950702982340805;63852430583690;(-0.509, 0.827, 0.324);(0.015, -0.851, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
186431;1000950703082658914;63852430583782;(-0.509, 0.827, 0.324);(0.015, -0.851, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
186451;1000950703182727327;63852430583868;(-0.509, 0.828, 0.324);(0.016, -0.851, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
186471;1000950703282725530;63852430583957;(-0.509, 0.827, 0.324);(0.015, -0.851, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
186491;1000950703382736560;63852430584090;(-0.509, 0.827, 0.324);(0.015, -0.851, 0.015, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
186511;1000950703482817665;63852430584183;(-0.509, 0.827, 0.324);(0.015, -0.851, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
186531;1000950703582821862;63852430584269;(-0.509, 0.827, 0.324);(0.015, -0.851, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
186551;1000950703682828978;63852430584362;(-0.509, 0.828, 0.324);(0.016, -0.852, 0.015, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
186571;1000950703782911748;63852430584467;(-0.509, 0.827, 0.324);(0.016, -0.851, 0.014, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
186591;1000950703882990895;63852430584568;(-0.509, 0.827, 0.324);(0.016, -0.851, 0.015, 0.524);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL
