C = [
1.048276,-149.4845,-0.07982332,4.999555
1.08161,-148.9387,-0.07776344,5.000375
1.114943,-148.6623,-0.0772391,5.000573
1.148276,-148.1106,-0.07852411,5.000575
1.18161,-147.564,-0.07667482,5.001067
1.214943,-147.2846,-0.07638383,5.001461
1.248276,-146.7266,-0.0779624,5.001716
1.28161,-146.1729,-0.07707483,5.001701
1.314943,-145.8945,-0.07695901,5.001884
1.348276,-145.3374,-0.0769493,5.002253
1.38161,-144.7804,-0.07694703,5.002628
1.414943,-144.5018,-0.07694924,5.002816
1.448276,-143.9447,-0.076949,5.003194
1.48161,-143.3877,-0.0769493,5.003575
1.514943,-143.1091,-0.07694954,5.003765
1.548276,-142.5521,-0.07694978,5.004146
1.58161,-141.995,-0.07694918,5.00453
1.614943,-141.7165,-0.07694978,5.004722
1.648276,-141.1594,-0.07695007,5.005106
1.68161,-140.6023,-0.07694978,5.005494
1.714943,-140.3238,-0.07695013,5.005688
1.748276,-139.7667,-0.07695025,5.006076
1.78161,-139.2097,-0.07694978,5.006468
1.814943,-138.9311,-0.07695019,5.006664
1.848276,-138.3741,-0.07695007,5.007057
1.88161,-137.817,-0.07694924,5.007454
1.914943,-137.5385,-0.07694983,5.007654
1.948276,-136.9814,-0.07694972,5.008053
1.98161,-136.4243,-0.07694876,5.008458
2.014943,-136.1458,-0.0769493,5.008661
2.048276,-135.5887,-0.07694906,5.009069
2.048276,-135.5887,-0.07694906,5.009069
2.08161,-135.0317,-0.0769487,5.009483
2.08161,-135.0317,-0.0769487,5.009483
2.114943,-134.7531,-0.07694918,5.009691
2.114943,-134.7531,-0.07694918,5.009691
2.148276,-134.1961,-0.07694894,5.01011
2.148276,-134.1961,-0.07694894,5.01011
2.18161,-133.639,-0.07694834,5.010536
2.18161,-133.639,-0.07694834,5.010536
2.214943,-133.3605,-0.07694864,5.01075
2.214943,-133.3605,-0.07694864,5.01075
2.248276,-132.8034,-0.0769487,5.011182
2.248276,-132.8034,-0.0769487,5.011182
2.28161,-132.2463,-0.07694858,5.011621
2.28161,-132.2463,-0.07694858,5.011621
2.314943,-131.9678,-0.07694858,5.011843
2.314943,-131.9678,-0.07694858,5.011843
